Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Mexico,127504120,14-04-2021,2291246,1.796997619
Finland,5540745,15-07-2021,99564,1.796942469
Upper middle income,2525921300,09-05-2021,45387576,1.796872135
Honduras,10432858,28-03-2021,187460,1.796823076
Guyana,808727,11-05-2021,14531,1.796774437
Canada,38454328,13-01-2021,690906,1.79669243
Jamaica,2827382,13-07-2021,50793,1.796467545
Asia,4721383370,30-12-2021,84817885,1.796462569
Iran,88550568,23-02-2021,1590605,1.796267416
Lower middle income,3432097300,16-10-2021,61636095,1.7958726
Greece,10384972,25-02-2021,186469,1.795565746
Jamaica,2827382,12-07-2021,50757,1.795194282
Iraq,44496124,22-03-2021,798547,1.794643956
Kyrgyzstan,6630621,25-06-2021,118981,1.794417144
Lower middle income,3432097300,15-10-2021,61574050,1.794064813
Paraguay,6780745,16-01-2021,121648,1.794021158
Asia,4721383370,29-12-2021,84700306,1.793972219
Namibia,2567024,14-04-2021,46051,1.793945051
Jamaica,2827382,11-07-2021,50720,1.793885651
Isle of Man,84534,23-03-2021,1516,1.793361251
Mexico,127504120,13-04-2021,2286352,1.793159311
Saint Vincent and the Grenadines,103959,30-04-2021,1864,1.793014554
Saint Vincent and the Grenadines,103959,01-05-2021,1864,1.793014554
South Africa,59893884,01-01-2021,1073887,1.792982736
Ecuador,18001002,27-03-2021,322699,1.79267243
Honduras,10432858,27-03-2021,187015,1.792557706
Norway,5434324,02-04-2021,97410,1.792495258
Tunisia,12356116,12-02-2021,221455,1.792270322
Upper middle income,2525921300,08-05-2021,45266029,1.792060149
Lower middle income,3432097300,14-10-2021,61501931,1.791963503
Asia,4721383370,28-12-2021,84599162,1.791829965
Brunei,449002,05-10-2021,8044,1.791528768
Dominican Republic,11228821,22-01-2021,201145,1.79132787
Libya,6812344,04-02-2021,122013,1.791057527
Jamaica,2827382,10-07-2021,50629,1.790667126
Cuba,11212198,03-07-2021,200728,1.790264496
Finland,5540745,14-07-2021,99182,1.790048089
Iceland,372903,10-07-2021,6675,1.790009734
Iceland,372903,11-07-2021,6675,1.790009734
Iceland,372903,12-07-2021,6675,1.790009734
Iceland,372903,13-07-2021,6675,1.790009734
Iceland,372903,14-07-2021,6675,1.790009734
Iceland,372903,15-07-2021,6675,1.790009734
Iceland,372903,16-07-2021,6675,1.790009734
El Salvador,6336393,05-11-2021,113422,1.790008921
El Salvador,6336393,31-10-2021,113422,1.790008921
El Salvador,6336393,03-11-2021,113422,1.790008921
El Salvador,6336393,28-10-2021,113422,1.790008921
El Salvador,6336393,29-10-2021,113422,1.790008921
El Salvador,6336393,30-10-2021,113422,1.790008921
El Salvador,6336393,01-11-2021,113422,1.790008921
El Salvador,6336393,02-11-2021,113422,1.790008921
El Salvador,6336393,27-10-2021,113422,1.790008921
El Salvador,6336393,04-11-2021,113422,1.790008921
El Salvador,6336393,26-10-2021,113422,1.790008921
Namibia,2567024,13-04-2021,45949,1.789971578
Asia,4721383370,27-12-2021,84509699,1.789935118
Mexico,127504120,12-04-2021,2281840,1.789620602
Lower middle income,3432097300,13-10-2021,61420324,1.789585744
Falkland Islands,3801,06-10-2021,68,1.789002894
Falkland Islands,3801,07-10-2021,68,1.789002894
Falkland Islands,3801,08-10-2021,68,1.789002894
Falkland Islands,3801,09-10-2021,68,1.789002894
Falkland Islands,3801,10-10-2021,68,1.789002894
Falkland Islands,3801,11-10-2021,68,1.789002894
Falkland Islands,3801,12-10-2021,68,1.789002894
Falkland Islands,3801,18-10-2021,68,1.789002894
Falkland Islands,3801,25-10-2021,68,1.789002894
Eswatini,1201680,20-07-2021,21496,1.788828973
Kazakhstan,19397998,20-04-2021,346971,1.788694895
Guatemala,17843914,12-07-2021,319157,1.788604227
Jamaica,2827382,09-07-2021,50568,1.788509653
Asia,4721383370,26-12-2021,84435115,1.788355412
Mexico,127504120,11-04-2021,2280213,1.788344565
World,7975105024,19-04-2021,142585948,1.787888029
Lower middle income,3432097300,12-10-2021,61337237,1.787164863
Iceland,372903,07-07-2021,6664,1.787059906
Iceland,372903,08-07-2021,6664,1.787059906
Iceland,372903,09-07-2021,6664,1.787059906
Mexico,127504120,10-04-2021,2278420,1.786938336
Asia,4721383370,25-12-2021,84367662,1.786926741
Iran,88550568,22-02-2021,1582275,1.786860362
Barbados,281646,31-08-2021,5032,1.786639966
Faeroe Islands,53117,21-07-2021,949,1.786621985
Sri Lanka,21832150,22-08-2021,390000,1.78635636
Honduras,10432858,26-03-2021,186337,1.786059007
Thailand,71697024,05-09-2021,1280534,1.78603508
Jamaica,2827382,08-07-2021,50497,1.785998496
Bolivia,12224114,01-02-2021,218299,1.785806317
Guyana,808727,10-05-2021,14442,1.785769487
Ecuador,18001002,26-03-2021,321451,1.785739483
Asia,4721383370,24-12-2021,84297086,1.785431925
Guatemala,17843914,11-07-2021,318541,1.785152069
Upper middle income,2525921300,07-05-2021,45090210,1.78509956
Lower middle income,3432097300,11-10-2021,61263105,1.785004901
Jamaica,2827382,07-07-2021,50456,1.784548391
Iceland,372903,03-07-2021,6654,1.784378243
Iceland,372903,04-07-2021,6654,1.784378243
Iceland,372903,05-07-2021,6654,1.784378243
Iceland,372903,06-07-2021,6654,1.784378243
Tunisia,12356116,11-02-2021,220478,1.784363306
Botswana,2630300,30-04-2021,46934,1.784359199
Botswana,2630300,01-05-2021,46934,1.784359199
Botswana,2630300,02-05-2021,46934,1.784359199
Botswana,2630300,29-04-2021,46934,1.784359199
Saint Vincent and the Grenadines,103959,29-04-2021,1855,1.784357295
Iraq,44496124,21-03-2021,793892,1.784182371
Finland,5540745,13-07-2021,98840,1.783875634
Asia,4721383370,23-12-2021,84223208,1.783867172
Namibia,2567024,12-04-2021,45787,1.783660768
Philippines,115559008,04-09-2021,2061084,1.783577097
Lower middle income,3432097300,10-10-2021,61198706,1.783128526
Suriname,618046,08-05-2021,11020,1.783038803
Iceland,372903,29-06-2021,6649,1.783037412
Iceland,372903,30-06-2021,6649,1.783037412
Iceland,372903,01-07-2021,6649,1.783037412
Iceland,372903,02-07-2021,6649,1.783037412
Jamaica,2827382,06-07-2021,50404,1.782709234
Asia,4721383370,22-12-2021,84151247,1.782343021
Jamaica,2827382,05-07-2021,50389,1.782178708
Mexico,127504120,09-04-2021,2272064,1.781953399
Paraguay,6780745,15-01-2021,120789,1.781352934
Kyrgyzstan,6630621,24-06-2021,118106,1.781220794
Lower middle income,3432097300,09-10-2021,61126266,1.781017863
Asia,4721383370,21-12-2021,84075856,1.780746222
Norway,5434324,01-04-2021,96770,1.780718264
Uruguay,3422796,04-03-2021,60945,1.780561856
India,1417173120,17-05-2021,25228996,1.780233879
Iceland,372903,26-06-2021,6637,1.779819417
Iceland,372903,27-06-2021,6637,1.779819417
Iceland,372903,28-06-2021,6637,1.779819417
Libya,6812344,03-02-2021,121243,1.779754516
Saint Vincent and the Grenadines,103959,28-04-2021,1850,1.779547706
World,7975105024,18-04-2021,141894981,1.77922398
Asia,4721383370,20-12-2021,84000688,1.779154147
Lower middle income,3432097300,08-10-2021,61051640,1.778843508
Greece,10384972,24-02-2021,184686,1.778396706
Guatemala,17843914,10-07-2021,317311,1.778258963
Canada,38454328,12-01-2021,683815,1.778252373
Dominican Republic,11228821,21-01-2021,199672,1.778209841
Mexico,127504120,08-04-2021,2267019,1.777996664
Isle of Man,84534,22-03-2021,1503,1.777982823
Iceland,372903,22-06-2021,6630,1.777942253
Iceland,372903,23-06-2021,6630,1.777942253
Iceland,372903,24-06-2021,6630,1.777942253
Iceland,372903,25-06-2021,6630,1.777942253
Finland,5540745,12-07-2021,98510,1.777919756
Honduras,10432858,25-03-2021,185484,1.777882916
Asia,4721383370,19-12-2021,83934453,1.777751274
Upper middle income,2525921300,06-05-2021,44903687,1.777715204
Tunisia,12356116,10-02-2021,219650,1.777662172
Iran,88550568,21-02-2021,1574012,1.777528971
Iceland,372903,19-06-2021,6627,1.777137754
Iceland,372903,20-06-2021,6627,1.777137754
Iceland,372903,21-06-2021,6627,1.777137754
Malaysia,33938216,04-06-2021,603122,1.777117572
Jamaica,2827382,03-07-2021,50242,1.776979552
Jamaica,2827382,04-07-2021,50242,1.776979552
Jamaica,2827382,02-07-2021,50242,1.776979552
Mongolia,3398373,02-06-2021,60372,1.776497165
Lower middle income,3432097300,07-10-2021,60968160,1.776411176
Morocco,37457976,05-08-2021,665325,1.77619047
Asia,4721383370,18-12-2021,83859772,1.776169513
Guyana,808727,09-05-2021,14362,1.775877397
Iceland,372903,17-06-2021,6622,1.775796923
Iceland,372903,18-06-2021,6622,1.775796923
Iceland,372903,15-06-2021,6621,1.775528757
Iceland,372903,16-06-2021,6621,1.775528757
Nepal,30547586,27-05-2021,542256,1.77511899
Finland,5540745,11-07-2021,98350,1.775032058
Asia,4721383370,17-12-2021,83789835,1.774688231
Jamaica,2827382,01-07-2021,50166,1.774291553
Iceland,372903,11-06-2021,6616,1.774187926
Iceland,372903,12-06-2021,6616,1.774187926
Iceland,372903,13-06-2021,6616,1.774187926
Iceland,372903,14-06-2021,6616,1.774187926
Kazakhstan,19397998,19-04-2021,344140,1.774100606
Iraq,44496124,20-03-2021,789390,1.774064635
Lower middle income,3432097300,06-10-2021,60884694,1.773979252
Mexico,127504120,07-04-2021,2261879,1.773965422
Bolivia,12224114,31-01-2021,216835,1.773829989
Saint Vincent and the Grenadines,103959,27-04-2021,1844,1.7737762
Namibia,2567024,11-04-2021,45527,1.773532308
Asia,4721383370,16-12-2021,83722333,1.773258523
Iceland,372903,09-06-2021,6612,1.773115261
Iceland,372903,10-06-2021,6612,1.773115261
Jamaica,2827382,30-06-2021,50124,1.77280608
Finland,5540745,10-07-2021,98201,1.772342889
El Salvador,6336393,23-10-2021,112290,1.772143868
El Salvador,6336393,24-10-2021,112290,1.772143868
El Salvador,6336393,25-10-2021,112290,1.772143868
El Salvador,6336393,22-10-2021,112290,1.772143868
Botswana,2630300,28-04-2021,46600,1.771661027
Botswana,2630300,27-04-2021,46600,1.771661027
Faeroe Islands,53117,20-07-2021,941,1.771560894
Honduras,10432858,24-03-2021,184821,1.771527994
Fiji,929769,17-07-2021,16471,1.77151529
Jamaica,2827382,29-06-2021,50080,1.77124987
Asia,4721383370,15-12-2021,83626941,1.771238098
Iceland,372903,06-06-2021,6604,1.770969931
Iceland,372903,07-06-2021,6604,1.770969931
Iceland,372903,08-06-2021,6604,1.770969931
Lower middle income,3432097300,05-10-2021,60765512,1.770506681
World,7975105024,17-04-2021,141194874,1.770445324
Jamaica,2827382,28-06-2021,50054,1.770330291
Ecuador,18001002,25-03-2021,318656,1.770212569
Upper middle income,2525921300,05-05-2021,44711164,1.770093312
Mexico,127504120,06-04-2021,2256509,1.769753793
Asia,4721383370,14-12-2021,83547038,1.769545734
Bermuda,64207,29-03-2021,1136,1.769277493
Iceland,372903,05-06-2021,6597,1.769092767
Saint Vincent and the Grenadines,103959,26-04-2021,1839,1.768966612
Suriname,618046,07-05-2021,10933,1.768962181
Tunisia,12356116,09-02-2021,218564,1.768873002
Kyrgyzstan,6630621,23-06-2021,117284,1.768823765
Trinidad and Tobago,1531043,08-06-2021,27079,1.768663584
Jamaica,2827382,27-06-2021,50005,1.768597239
Iran,88550568,20-02-2021,1566081,1.768572507
Iceland,372903,04-06-2021,6595,1.768556434
Lower middle income,3432097300,04-10-2021,60686805,1.768213419
Norway,5434324,31-03-2021,96079,1.768002791
Libya,6812344,02-02-2021,120434,1.767879015
Asia,4721383370,13-12-2021,83464926,1.767806583
Eswatini,1201680,19-07-2021,21243,1.767775115
Iceland,372903,03-06-2021,6590,1.767215603
Jamaica,2827382,26-06-2021,49964,1.767147135
Finland,5540745,09-07-2021,97893,1.76678407
Sri Lanka,21832150,21-08-2021,385696,1.766642314
Asia,4721383370,12-12-2021,83394117,1.766306831
Lower middle income,3432097300,03-10-2021,60616417,1.766162544
Iceland,372903,02-06-2021,6586,1.766142938
Seychelles,107135,15-02-2021,1892,1.765996173
Seychelles,107135,14-02-2021,1892,1.765996173
Mexico,127504120,05-04-2021,2251705,1.765986072
Philippines,115559008,03-09-2021,2040568,1.765823396
Namibia,2567024,10-04-2021,45323,1.765585363
Jamaica,2827382,25-06-2021,49909,1.765201872
Mexico,127504120,04-04-2021,2250458,1.765008064
Asia,4721383370,11-12-2021,83322180,1.764783189
Thailand,71697024,04-09-2021,1265082,1.764483279
Dominican Republic,11228821,20-01-2021,198123,1.764414982
Paraguay,6780745,14-01-2021,119640,1.764407893
Mexico,127504120,03-04-2021,2249195,1.764017508
Honduras,10432858,23-03-2021,184031,1.763955764
Lower middle income,3432097300,02-10-2021,60540515,1.76395101
Singapore,5637022,01-10-2021,99430,1.763874613
Iraq,44496124,19-03-2021,784716,1.76356035
Iceland,372903,29-05-2021,6576,1.763461275
Iceland,372903,30-05-2021,6576,1.763461275
Iceland,372903,31-05-2021,6576,1.763461275
Iceland,372903,01-06-2021,6576,1.763461275
Vietnam,98186856,31-12-2021,1731257,1.763226842
Asia,4721383370,10-12-2021,83244402,1.763135833
Jamaica,2827382,24-06-2021,49841,1.762796821
Falkland Islands,3801,01-09-2021,67,1.762694028
Falkland Islands,3801,02-09-2021,67,1.762694028
Falkland Islands,3801,03-09-2021,67,1.762694028
Falkland Islands,3801,04-09-2021,67,1.762694028
Falkland Islands,3801,05-09-2021,67,1.762694028
Falkland Islands,3801,06-09-2021,67,1.762694028
Falkland Islands,3801,07-09-2021,67,1.762694028
Falkland Islands,3801,08-09-2021,67,1.762694028
Falkland Islands,3801,09-09-2021,67,1.762694028
Falkland Islands,3801,10-09-2021,67,1.762694028
Falkland Islands,3801,11-09-2021,67,1.762694028
Falkland Islands,3801,12-09-2021,67,1.762694028
Falkland Islands,3801,13-09-2021,67,1.762694028
Falkland Islands,3801,14-09-2021,67,1.762694028
Falkland Islands,3801,15-09-2021,67,1.762694028
Falkland Islands,3801,16-09-2021,67,1.762694028
Falkland Islands,3801,17-09-2021,67,1.762694028
Falkland Islands,3801,18-09-2021,67,1.762694028
Falkland Islands,3801,19-09-2021,67,1.762694028
Falkland Islands,3801,20-09-2021,67,1.762694028
Falkland Islands,3801,21-09-2021,67,1.762694028
Falkland Islands,3801,22-09-2021,67,1.762694028
Falkland Islands,3801,23-09-2021,67,1.762694028
Falkland Islands,3801,24-09-2021,67,1.762694028
Falkland Islands,3801,25-09-2021,67,1.762694028
Falkland Islands,3801,26-09-2021,67,1.762694028
Falkland Islands,3801,27-09-2021,67,1.762694028
Falkland Islands,3801,28-09-2021,67,1.762694028
Falkland Islands,3801,29-09-2021,67,1.762694028
Falkland Islands,3801,30-09-2021,67,1.762694028
Falkland Islands,3801,01-10-2021,67,1.762694028
Falkland Islands,3801,02-10-2021,67,1.762694028
Falkland Islands,3801,03-10-2021,67,1.762694028
Falkland Islands,3801,04-10-2021,67,1.762694028
Falkland Islands,3801,05-10-2021,67,1.762694028
Mexico,127504120,02-04-2021,2247357,1.762575986
Upper middle income,2525921300,04-05-2021,44519605,1.762509584
Tunisia,12356116,08-02-2021,217753,1.762309451
Bolivia,12224114,30-01-2021,215397,1.762066355
Finland,5540745,08-07-2021,97609,1.761658405
India,1417173120,16-05-2021,24965463,1.761638197
Lower middle income,3432097300,01-10-2021,60454767,1.761452596
Asia,4721383370,09-12-2021,83163587,1.761424152
Guatemala,17843914,09-07-2021,314302,1.76139607
Jamaica,2827382,23-06-2021,49795,1.761169874
Kazakhstan,19397998,18-04-2021,341599,1.761001316
Antigua and Barbuda,93772,29-08-2021,1651,1.7606535
Canada,38454328,11-01-2021,677012,1.760561256
Namibia,2567024,09-04-2021,45193,1.760521133
World,7975105024,16-04-2021,140400916,1.760489869
Brunei,449002,04-10-2021,7904,1.760348506
Saint Vincent and the Grenadines,103959,24-04-2021,1830,1.760309353
Saint Vincent and the Grenadines,103959,25-04-2021,1830,1.760309353
Iceland,372903,27-05-2021,6564,1.76024328
Iceland,372903,28-05-2021,6564,1.76024328
Mexico,127504120,01-04-2021,2244268,1.760153319
Greece,10384972,23-02-2021,182783,1.76007215
Ecuador,18001002,24-03-2021,316807,1.759940919
Asia,4721383370,08-12-2021,83079743,1.759648317
Iran,88550568,19-02-2021,1558159,1.759626206
Cuba,11212198,02-07-2021,197253,1.759271465
Iceland,372903,26-05-2021,6560,1.759170615
Jamaica,2827382,22-06-2021,49735,1.759047769
Mauritius,1299478,31-10-2021,22852,1.75855228
Eswatini,1201680,18-07-2021,21132,1.758538047
Lower middle income,3432097300,30-09-2021,60348159,1.758346391
Jamaica,2827382,21-06-2021,49712,1.758234296
Iceland,372903,23-05-2021,6556,1.75809795
Iceland,372903,24-05-2021,6556,1.75809795
Iceland,372903,25-05-2021,6556,1.75809795
Isle of Man,84534,21-03-2021,1486,1.757872572
Iceland,372903,20-05-2021,6555,1.757829784
Iceland,372903,21-05-2021,6555,1.757829784
Iceland,372903,22-05-2021,6555,1.757829784
Asia,4721383370,07-12-2021,82993585,1.75782347
Kyrgyzstan,6630621,22-06-2021,116546,1.757693586
Saint Vincent and the Grenadines,103959,21-04-2021,1827,1.7574236
Saint Vincent and the Grenadines,103959,22-04-2021,1827,1.7574236
Saint Vincent and the Grenadines,103959,23-04-2021,1827,1.7574236
Anguilla,15877,04-09-2021,279,1.757258928
Anguilla,15877,05-09-2021,279,1.757258928
Tunisia,12356116,07-02-2021,217086,1.756911314
Honduras,10432858,22-03-2021,183280,1.756757353
Iceland,372903,19-05-2021,6551,1.756757119
Jamaica,2827382,20-06-2021,49668,1.756678086
Faeroe Islands,53117,19-07-2021,933,1.756499802
Finland,5540745,07-07-2021,97317,1.756388356
Iceland,372903,18-05-2021,6549,1.756220787
Guyana,808727,08-05-2021,14203,1.756216869
Asia,4721383370,06-12-2021,82905840,1.755965011
Iceland,372903,17-05-2021,6548,1.75595262
Mexico,127504120,31-03-2021,2238887,1.755933063
Lower middle income,3432097300,29-09-2021,60245244,1.755347787
Uruguay,3422796,03-03-2021,60074,1.755114824
Namibia,2567024,08-04-2021,45054,1.755106302
Upper middle income,2525921300,03-05-2021,44331660,1.755068933
Namibia,2567024,07-04-2021,45039,1.754521968
Jamaica,2827382,19-06-2021,49607,1.754520613
Asia,4721383370,05-12-2021,82830340,1.754365903
Malaysia,33938216,03-06-2021,595374,1.754287851
Namibia,2567024,06-04-2021,45008,1.753314344
Nepal,30547586,26-05-2021,535525,1.753084515
Iceland,372903,14-05-2021,6537,1.753002792
Iceland,372903,15-05-2021,6537,1.753002792
Iceland,372903,16-05-2021,6537,1.753002792
Jamaica,2827382,18-06-2021,49564,1.752999772
Libya,6812344,01-02-2021,119402,1.752730044
Eswatini,1201680,17-07-2021,21062,1.752712869
Asia,4721383370,04-12-2021,82743351,1.752523456
Greenland,56494,12-11-2021,990,1.752398485
Greenland,56494,13-11-2021,990,1.752398485
Greenland,56494,14-11-2021,990,1.752398485
Lower middle income,3432097300,28-09-2021,60141504,1.752325145
Norway,5434324,30-03-2021,95208,1.751975039
Iraq,44496124,18-03-2021,779458,1.75174359
Finland,5540745,06-07-2021,97057,1.751695846
Mexico,127504120,30-03-2021,2232910,1.751245372
Asia,4721383370,03-12-2021,82668441,1.750936845
Jamaica,2827382,17-06-2021,49503,1.750842299
Barbados,281646,30-08-2021,4931,1.750779347
Barbados,281646,29-08-2021,4931,1.750779347
Dominican Republic,11228821,19-01-2021,196591,1.750771519
Saint Lucia,179872,25-02-2021,3149,1.750689379
Saint Lucia,179872,24-02-2021,3149,1.750689379
Iran,88550568,18-02-2021,1550142,1.750572622
Trinidad and Tobago,1531043,07-06-2021,26799,1.750375398
Iceland,372903,12-05-2021,6526,1.750052963
Iceland,372903,13-05-2021,6526,1.750052963
Suriname,618046,06-05-2021,10816,1.750031551
Lower middle income,3432097300,27-09-2021,60057818,1.749886811
Upper middle income,2525921300,02-05-2021,44197051,1.749739828
Saint Vincent and the Grenadines,103959,16-04-2021,1819,1.749728258
Saint Vincent and the Grenadines,103959,17-04-2021,1819,1.749728258
Saint Vincent and the Grenadines,103959,18-04-2021,1819,1.749728258
Saint Vincent and the Grenadines,103959,19-04-2021,1819,1.749728258
Saint Vincent and the Grenadines,103959,20-04-2021,1819,1.749728258
World,7975105024,15-04-2021,139541045,1.74970793
Gabon,2388997,31-12-2021,41798,1.749604541
Tunisia,12356116,06-02-2021,216176,1.74954654
Asia,4721383370,02-12-2021,82586738,1.749206356
Iceland,372903,11-05-2021,6522,1.748980298
Paraguay,6780745,13-01-2021,118592,1.748952364
Sri Lanka,21832150,20-08-2021,381812,1.748852037
Saint Vincent and the Grenadines,103959,15-04-2021,1818,1.748766341
Namibia,2567024,05-04-2021,44886,1.748561759
Philippines,115559008,02-09-2021,2020484,1.748443531
Honduras,10432858,21-03-2021,182409,1.748408729
Jamaica,2827382,16-06-2021,49429,1.748225036
Iceland,372903,10-05-2021,6519,1.748175799
Asia,4721383370,01-12-2021,82499726,1.747363422
Lower middle income,3432097300,26-09-2021,59971051,1.747358707
Finland,5540745,05-07-2021,96814,1.747310154
Mexico,127504120,29-03-2021,2227843,1.747271382
Saint Lucia,179872,23-02-2021,3142,1.746797723
Antigua and Barbuda,93772,28-08-2021,1638,1.746790087
Jamaica,2827382,15-06-2021,49379,1.746456616
Vietnam,98186856,30-12-2021,1714742,1.746406871
Kazakhstan,19397998,17-04-2021,338764,1.746386405
Mexico,127504120,28-03-2021,2226550,1.746257297
Bolivia,12224114,29-01-2021,213392,1.745664348
Jamaica,2827382,14-06-2021,49356,1.745643143
Asia,4721383370,30-11-2021,82407836,1.74541717
Finland,5540745,04-07-2021,96706,1.745360958
Mexico,127504120,27-03-2021,2224904,1.744966359
Namibia,2567024,04-04-2021,44790,1.74482202
Guatemala,17843914,08-07-2021,311342,1.744807782
Iceland,372903,07-05-2021,6506,1.744689638
Iceland,372903,08-05-2021,6506,1.744689638
Iceland,372903,09-05-2021,6506,1.744689638
Lower middle income,3432097300,25-09-2021,59876228,1.744595877
Upper middle income,2525921300,01-05-2021,44064970,1.744510805
Morocco,37457976,04-08-2021,653286,1.744050453
Honduras,10432858,20-03-2021,181931,1.743827051
Kyrgyzstan,6630621,21-06-2021,115615,1.743652668
Asia,4721383370,29-11-2021,82317245,1.743498431
Botswana,2630300,23-04-2021,45855,1.743337262
Botswana,2630300,24-04-2021,45855,1.743337262
Botswana,2630300,25-04-2021,45855,1.743337262
Botswana,2630300,26-04-2021,45855,1.743337262
Botswana,2630300,22-04-2021,45855,1.743337262
Iceland,372903,06-05-2021,6500,1.74308064
Saint Vincent and the Grenadines,103959,14-04-2021,1812,1.742994835
Finland,5540745,03-07-2021,96574,1.742978607
Saint Lucia,179872,22-02-2021,3135,1.742906067
Mongolia,3398373,01-06-2021,59229,1.742863423
Jamaica,2827382,13-06-2021,49277,1.742849038
Iceland,372903,05-05-2021,6497,1.742276142
Thailand,71697024,03-09-2021,1249140,1.742248046
Ecuador,18001002,23-03-2021,313570,1.741958587
Asia,4721383370,28-11-2021,82236984,1.741798485
India,1417173120,15-05-2021,24684077,1.741782754
Lower middle income,3432097300,24-09-2021,59775733,1.741667784
Iran,88550568,17-02-2021,1542076,1.741463702
Faeroe Islands,53117,18-07-2021,925,1.741438711
Libya,6812344,31-01-2021,118631,1.741412354
Canada,38454328,10-01-2021,669592,1.741265639
Jamaica,2827382,12-06-2021,49232,1.74125746
Mexico,127504120,26-03-2021,2219845,1.740998644
Tunisia,12356116,05-02-2021,215112,1.74093542
Iceland,372903,04-05-2021,6491,1.740667144
Namibia,2567024,03-04-2021,44683,1.740653769
Cayman Islands,68722,23-10-2021,1196,1.740345159
Cayman Islands,68722,24-10-2021,1196,1.740345159
Cayman Islands,68722,25-10-2021,1196,1.740345159
Guyana,808727,07-05-2021,14073,1.740142224
Asia,4721383370,27-11-2021,82157781,1.740120947
Finland,5540745,02-07-2021,96407,1.739964572
Greece,10384972,22-02-2021,180672,1.7397447
Iraq,44496124,17-03-2021,774015,1.739511064
World,7975105024,14-04-2021,138719824,1.739410623
Jamaica,2827382,11-06-2021,49179,1.739382934
Eswatini,1201680,16-07-2021,20898,1.739065309
El Salvador,6336393,15-10-2021,110188,1.738970421
El Salvador,6336393,21-10-2021,110188,1.738970421
El Salvador,6336393,16-10-2021,110188,1.738970421
El Salvador,6336393,18-10-2021,110188,1.738970421
El Salvador,6336393,19-10-2021,110188,1.738970421
El Salvador,6336393,20-10-2021,110188,1.738970421
El Salvador,6336393,17-10-2021,110188,1.738970421
Iceland,372903,03-05-2021,6483,1.738521814
Lower middle income,3432097300,23-09-2021,59664371,1.738423063
Honduras,10432858,19-03-2021,181357,1.738325203
Asia,4721383370,26-11-2021,82069725,1.7382559
Greenland,56494,11-11-2021,982,1.738237689
Upper middle income,2525921300,30-04-2021,43900244,1.737989382
Ecuador,18001002,22-03-2021,312851,1.737964364
Saint Vincent and the Grenadines,103959,12-04-2021,1806,1.737223328
Saint Vincent and the Grenadines,103959,13-04-2021,1806,1.737223328
Jamaica,2827382,10-06-2021,49110,1.736942514
Mexico,127504120,25-03-2021,2214542,1.736839563
Namibia,2567024,02-04-2021,44581,1.736680296
Ecuador,18001002,21-03-2021,312598,1.736558887
Falkland Islands,3801,04-08-2021,66,1.736385162
Falkland Islands,3801,05-08-2021,66,1.736385162
Falkland Islands,3801,06-08-2021,66,1.736385162
Falkland Islands,3801,07-08-2021,66,1.736385162
Falkland Islands,3801,08-08-2021,66,1.736385162
Falkland Islands,3801,09-08-2021,66,1.736385162
Falkland Islands,3801,10-08-2021,66,1.736385162
Falkland Islands,3801,11-08-2021,66,1.736385162
Falkland Islands,3801,12-08-2021,66,1.736385162
Falkland Islands,3801,13-08-2021,66,1.736385162
Falkland Islands,3801,14-08-2021,66,1.736385162
Falkland Islands,3801,15-08-2021,66,1.736385162
Falkland Islands,3801,16-08-2021,66,1.736385162
Falkland Islands,3801,17-08-2021,66,1.736385162
Falkland Islands,3801,18-08-2021,66,1.736385162
Falkland Islands,3801,19-08-2021,66,1.736385162
Falkland Islands,3801,20-08-2021,66,1.736385162
Falkland Islands,3801,21-08-2021,66,1.736385162
Falkland Islands,3801,22-08-2021,66,1.736385162
Falkland Islands,3801,23-08-2021,66,1.736385162
Falkland Islands,3801,24-08-2021,66,1.736385162
Falkland Islands,3801,25-08-2021,66,1.736385162
Falkland Islands,3801,26-08-2021,66,1.736385162
Falkland Islands,3801,27-08-2021,66,1.736385162
Falkland Islands,3801,28-08-2021,66,1.736385162
Falkland Islands,3801,29-08-2021,66,1.736385162
Falkland Islands,3801,30-08-2021,66,1.736385162
Falkland Islands,3801,31-08-2021,66,1.736385162
Asia,4721383370,25-11-2021,81978934,1.736332926
Finland,5540745,01-07-2021,96205,1.736318852
Dominican Republic,11228821,18-01-2021,194966,1.736299831
Jamaica,2827382,09-06-2021,49090,1.736235146
Iceland,372903,30-04-2021,6472,1.735571985
Iceland,372903,01-05-2021,6472,1.735571985
Iceland,372903,02-05-2021,6472,1.735571985
Kyrgyzstan,6630621,20-06-2021,115030,1.734829965
Lower middle income,3432097300,22-09-2021,59528468,1.734463297
Asia,4721383370,24-11-2021,81885975,1.734364032
Paraguay,6780745,12-01-2021,117590,1.734175227
Jamaica,2827382,08-06-2021,49031,1.73414841
Philippines,115559008,01-09-2021,2003955,1.734140016
El Salvador,6336393,14-10-2021,109881,1.734125393
Iceland,372903,29-04-2021,6466,1.733962988
Faeroe Islands,53117,17-07-2021,921,1.733908165
Barbados,281646,28-08-2021,4881,1.733026565
Honduras,10432858,18-03-2021,180796,1.732947961
Finland,5540745,30-06-2021,96009,1.732781422
Jamaica,2827382,07-06-2021,48983,1.732450727
Iran,88550568,16-02-2021,1534034,1.732381886
Asia,4721383370,23-11-2021,81791463,1.732362246
Norway,5434324,29-03-2021,94139,1.732303779
