Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Aruba,106459,20-08-2021,13871,13.02942917
Slovenia,2119843,12-09-2021,276174,13.02804028
San Marino,33690,23-03-2021,4388,13.02463639
Gibraltar,32677,10-03-2021,4256,13.02445145
Netherlands,17564020,12-11-2021,2287609,13.02440444
Gibraltar,32677,09-03-2021,4255,13.02139119
Monaco,36491,25-12-2021,4750,13.01690828
Cyprus,896007,05-09-2021,116621,13.01563492
Czechia,10493990,11-03-2021,1365724,13.0143444
Andorra,79843,11-02-2021,10391,13.01429055
United States,338289856,05-10-2021,44024309,13.01378336
Latvia,1850654,15-11-2021,240762,13.00956311
Estonia,1326064,17-10-2021,172514,13.00947767
Luxembourg,647601,13-11-2021,84248,13.00924489
Luxembourg,647601,14-11-2021,84248,13.00924489
Luxembourg,647601,12-11-2021,84248,13.00924489
Slovakia,5643455,14-04-2021,733974,13.00575623
Isle of Man,84534,26-11-2021,10993,13.00423498
Gibraltar,32677,07-03-2021,4249,13.00302965
Gibraltar,32677,08-03-2021,4249,13.00302965
Slovenia,2119843,11-09-2021,275615,13.00167041
Lebanon,5489744,27-12-2021,713670,13.00005975
Israel,9449000,19-09-2021,1228129,12.99744947
Gibraltar,32677,06-03-2021,4247,12.99690914
United Kingdom,67508936,24-10-2021,8773674,12.99631504
Serbia,6871547,23-09-2021,893023,12.99595273
Montenegro,627082,10-03-2021,81457,12.98984822
Switzerland,8740471,13-12-2021,1135363,12.98972332
Gibraltar,32677,05-03-2021,4244,12.98772837
Latvia,1850654,14-11-2021,240340,12.98676036
United States,338289856,04-10-2021,43928830,12.98555934
Gibraltar,32677,02-03-2021,4243,12.98466812
Gibraltar,32677,03-03-2021,4243,12.98466812
Gibraltar,32677,04-03-2021,4243,12.98466812
Cyprus,896007,04-09-2021,116326,12.98271107
Luxembourg,647601,11-11-2021,84069,12.98160441
Lebanon,5489744,26-12-2021,712570,12.98002238
Belgium,11655923,15-11-2021,1512474,12.97601228
Bahrain,1472237,10-05-2021,191018,12.97467731
Slovakia,5643455,13-04-2021,732212,12.97453422
Maldives,523798,06-06-2021,67950,12.97255812
Gibraltar,32677,28-02-2021,4239,12.97242709
Gibraltar,32677,01-03-2021,4239,12.97242709
Ireland,5023108,18-12-2021,651476,12.96957979
Gibraltar,32677,27-02-2021,4238,12.96936683
Andorra,79843,10-02-2021,10352,12.96544469
Gibraltar,32677,26-02-2021,4236,12.96324632
Gibraltar,32677,25-02-2021,4235,12.96018606
Denmark,5882259,29-12-2021,762299,12.95928996
Gibraltar,32677,23-02-2021,4234,12.95712581
Gibraltar,32677,24-02-2021,4234,12.95712581
Cyprus,896007,03-09-2021,116088,12.95614878
Lebanon,5489744,25-12-2021,711259,12.95614149
Lithuania,2750058,12-10-2021,356227,12.95343589
Gibraltar,32677,22-02-2021,4232,12.95100529
Portugal,10270857,29-12-2021,1330158,12.95079856
Slovenia,2119843,10-09-2021,274528,12.95039302
Croatia,4030361,11-11-2021,521837,12.94764911
Netherlands,17564020,11-11-2021,2273761,12.94556144
Latvia,1850654,13-11-2021,239575,12.94542362
Luxembourg,647601,10-11-2021,83826,12.94408131
United States,338289856,03-10-2021,43788233,12.94399824
Slovakia,5643455,12-04-2021,730428,12.94292238
United Kingdom,67508936,23-10-2021,8734934,12.93893004
Gibraltar,32677,19-02-2021,4228,12.93876427
Gibraltar,32677,20-02-2021,4228,12.93876427
Gibraltar,32677,21-02-2021,4228,12.93876427
Gibraltar,32677,18-02-2021,4227,12.93570401
Georgia,3744385,16-08-2021,484254,12.93280472
Gibraltar,32677,17-02-2021,4226,12.93264376
Austria,8939617,01-12-2021,1156022,12.93144885
United States,338289856,02-10-2021,43742005,12.93033303
Cyprus,896007,02-09-2021,115853,12.92992131
San Marino,33690,21-03-2021,4356,12.92965272
San Marino,33690,22-03-2021,4356,12.92965272
Slovakia,5643455,11-04-2021,729587,12.92802016
Gibraltar,32677,16-02-2021,4224,12.92652324
Estonia,1326064,16-10-2021,171395,12.9250926
Gibraltar,32677,15-02-2021,4223,12.92346299
Lebanon,5489744,24-12-2021,709242,12.91940025
France,67813000,21-12-2021,8758599,12.91581113
United States,338289856,01-10-2021,43692251,12.91562553
Israel,9449000,18-09-2021,1220397,12.9156207
Andorra,79843,09-02-2021,10312,12.91534637
Gibraltar,32677,14-02-2021,4219,12.91122196
Slovenia,2119843,09-09-2021,273529,12.90326689
Serbia,6871547,22-09-2021,886543,12.90165082
Cyprus,896007,01-09-2021,115597,12.9013501
Gibraltar,32677,13-02-2021,4215,12.89898093
Spain,47558632,29-12-2021,6133057,12.89578094
Maldives,523798,05-06-2021,67538,12.89390185
Slovakia,5643455,10-04-2021,727606,12.89291755
Luxembourg,647601,09-11-2021,83479,12.89049893
Gibraltar,32677,12-02-2021,4212,12.88980017
Isle of Man,84534,25-11-2021,10895,12.8883053
Aruba,106459,19-08-2021,13719,12.8866512
Montenegro,627082,09-03-2021,80803,12.88555564
Lithuania,2750058,11-10-2021,354319,12.88405554
Lebanon,5489744,23-12-2021,707123,12.880801
Czechia,10493990,10-03-2021,1351195,12.87589373
United Kingdom,67508936,22-10-2021,8689949,12.87229442
United States,338289856,30-09-2021,43537342,12.86983373
Cyprus,896007,31-08-2021,115310,12.8693191
Andorra,79843,08-02-2021,10275,12.86900542
Latvia,1850654,12-11-2021,238153,12.86858592
Gibraltar,32677,11-02-2021,4203,12.86225786
Luxembourg,647601,08-11-2021,83294,12.86193196
Bahrain,1472237,09-05-2021,189356,12.86178788
Georgia,3744385,15-08-2021,481578,12.86133771
Slovakia,5643455,09-04-2021,725589,12.85717703
Slovenia,2119843,08-09-2021,272512,12.85529164
Netherlands,17564020,10-11-2021,2257557,12.85330465
Lebanon,5489744,22-12-2021,705477,12.85081782
San Marino,33690,20-03-2021,4328,12.846542
Gibraltar,32677,10-02-2021,4197,12.84389632
Austria,8939617,30-11-2021,1147912,12.84072908
Liechtenstein,39355,07-12-2021,5053,12.83953754
Lithuania,2750058,10-10-2021,353088,12.83929284
Andorra,79843,07-02-2021,10251,12.83894643
United States,338289856,29-09-2021,43427254,12.83729123
Cyprus,896007,30-08-2021,114999,12.83460955
Estonia,1326064,15-10-2021,170159,12.83188443
Mongolia,3398373,08-10-2021,436069,12.83169917
Cayman Islands,68722,30-12-2021,8818,12.8314077
Cayman Islands,68722,31-12-2021,8818,12.8314077
Slovakia,5643455,08-04-2021,723860,12.82653977
Ireland,5023108,17-12-2021,644143,12.82359448
Gibraltar,32677,09-02-2021,4190,12.82247452
Israel,9449000,17-09-2021,1211443,12.82085935
Seychelles,107135,16-06-2021,13731,12.81653988
Lebanon,5489744,21-12-2021,703555,12.81580708
Gibraltar,32677,08-02-2021,4187,12.81329375
Cyprus,896007,29-08-2021,114791,12.81139545
France,67813000,20-12-2021,8685742,12.80837303
Slovenia,2119843,07-09-2021,271418,12.80368405
United States,338289856,28-09-2021,43305254,12.80122748
United Kingdom,67508936,21-10-2021,8641221,12.80011434
Gibraltar,32677,07-02-2021,4182,12.79799247
Monaco,36491,24-12-2021,4670,12.79767614
Serbia,6871547,21-09-2021,879342,12.79685637
Latvia,1850654,11-11-2021,236765,12.7935854
Luxembourg,647601,05-11-2021,82842,12.7921359
Luxembourg,647601,06-11-2021,82842,12.7921359
Luxembourg,647601,07-11-2021,82842,12.7921359
Israel,9449000,16-09-2021,1208403,12.78868663
Montenegro,627082,08-03-2021,80191,12.78796075
Cyprus,896007,28-08-2021,114578,12.78762331
France,67813000,19-12-2021,8670667,12.78614277
Lebanon,5489744,20-12-2021,701749,12.78290937
Gibraltar,32677,06-02-2021,4177,12.78269119
Andorra,79843,06-02-2021,10206,12.78258582
Slovakia,5643455,07-04-2021,721316,12.781461
Maldives,523798,04-06-2021,66948,12.78126301
Croatia,4030361,10-11-2021,514850,12.77428995
Isle of Man,84534,24-11-2021,10797,12.77237561
French Polynesia,306292,23-08-2021,39117,12.77114649
Lebanon,5489744,19-12-2021,700943,12.76822744
United States,338289856,27-09-2021,43192112,12.76778219
Bahrain,1472237,08-05-2021,187905,12.76323038
Lithuania,2750058,09-10-2021,350991,12.76303991
Slovenia,2119843,06-09-2021,270541,12.76231306
Gibraltar,32677,05-02-2021,4170,12.76126939
Netherlands,17564020,09-11-2021,2241261,12.76052407
Luxembourg,647601,04-11-2021,82623,12.75831878
Ireland,5023108,16-12-2021,640548,12.75202524
Cyprus,896007,27-08-2021,114254,12.75146288
Austria,8939617,29-11-2021,1139925,12.75138521
Slovenia,2119843,05-09-2021,270307,12.7512745
Georgia,3744385,14-08-2021,477264,12.7461252
Lebanon,5489744,18-12-2021,699464,12.7412863
Andorra,79843,05-02-2021,10172,12.74000225
Gibraltar,32677,04-02-2021,4163,12.7398476
San Marino,33690,19-03-2021,4292,12.73968537
Belgium,11655923,12-11-2021,1484712,12.73783295
Belgium,11655923,13-11-2021,1484712,12.73783295
Belgium,11655923,14-11-2021,1484712,12.73783295
Slovenia,2119843,04-09-2021,269990,12.73632057
Estonia,1326064,14-10-2021,168884,12.73573523
Slovakia,5643455,06-04-2021,718676,12.73468115
Czechia,10493990,09-03-2021,1335815,12.72933365
United Kingdom,67508936,20-10-2021,8589737,12.72385185
Israel,9449000,15-09-2021,1202212,12.72316647
Cyprus,896007,26-08-2021,114000,12.72311489
United States,338289856,26-09-2021,43038177,12.72227832
Seychelles,107135,15-06-2021,13630,12.7222663
Switzerland,8740471,10-12-2021,1111923,12.72154556
Switzerland,8740471,12-12-2021,1111923,12.72154556
Switzerland,8740471,11-12-2021,1111923,12.72154556
Montenegro,627082,07-03-2021,79774,12.72146226
Latvia,1850654,10-11-2021,235387,12.71912524
Gibraltar,32677,03-02-2021,4156,12.7184258
Slovakia,5643455,05-04-2021,717704,12.71745766
France,67813000,18-12-2021,8622194,12.71466238
Lebanon,5489744,17-12-2021,697774,12.71050162
United States,338289856,25-09-2021,42982550,12.70583473
Slovakia,5643455,04-04-2021,716997,12.70492987
Slovenia,2119843,03-09-2021,269248,12.70131797
Maldives,523798,03-06-2021,66516,12.69878846
Andorra,79843,04-02-2021,10137,12.69616623
Cyprus,896007,25-08-2021,113743,12.69443207
Serbia,6871547,20-09-2021,872110,12.69161078
Luxembourg,647601,03-11-2021,82190,12.69145662
Aruba,106459,17-08-2021,13511,12.69127082
Aruba,106459,18-08-2021,13511,12.69127082
Portugal,10270857,28-12-2021,1303291,12.68921376
Netherlands,17564020,08-11-2021,2228613,12.68851322
United States,338289856,24-09-2021,42920700,12.68755159
Spain,47558632,28-12-2021,6032297,12.68391614
Isle of Man,84534,23-11-2021,10720,12.681288
Lebanon,5489744,16-12-2021,696168,12.68124707
Gibraltar,32677,02-02-2021,4143,12.67864247
Luxembourg,647601,02-11-2021,82092,12.67632385
Lithuania,2750058,08-10-2021,348532,12.67362361
Slovenia,2119843,02-09-2021,268636,12.67244791
Ireland,5023108,15-12-2021,636407,12.66958624
Bahrain,1472237,07-05-2021,186403,12.66120876
Slovakia,5643455,03-04-2021,714421,12.65928407
Estonia,1326064,13-10-2021,167828,12.65610106
Cyprus,896007,24-08-2021,113388,12.65481185
United Kingdom,67508936,19-10-2021,8541192,12.65194285
Lebanon,5489744,15-12-2021,694256,12.64641849
Israel,9449000,14-09-2021,1194783,12.6445444
Austria,8939617,28-11-2021,1130304,12.64376315
Slovenia,2119843,01-09-2021,267962,12.6406531
Seychelles,107135,14-06-2021,13539,12.63732674
United States,338289856,23-09-2021,42746055,12.63592574
Montenegro,627082,06-03-2021,79237,12.63582753
Slovakia,5643455,02-04-2021,713050,12.63499044
Gibraltar,32677,01-02-2021,4128,12.63273862
Czechia,10493990,08-03-2021,1325291,12.62904767
France,67813000,17-12-2021,8563658,12.62834265
Latvia,1850654,09-11-2021,233698,12.62786021
Netherlands,17564020,07-11-2021,2217324,12.62423978
Monaco,36491,23-12-2021,4606,12.62229043
Cyprus,896007,23-08-2021,113055,12.61764696
Luxembourg,647601,29-10-2021,81683,12.61316768
Luxembourg,647601,30-10-2021,81683,12.61316768
Luxembourg,647601,31-10-2021,81683,12.61316768
Luxembourg,647601,01-11-2021,81683,12.61316768
Andorra,79843,03-02-2021,10070,12.61225154
San Marino,33690,18-03-2021,4249,12.61205105
Lebanon,5489744,14-12-2021,692315,12.61106165
Switzerland,8740471,09-12-2021,1101789,12.60560215
Hungary,9967304,31-12-2021,1256415,12.6053645
Slovenia,2119843,31-08-2021,267198,12.6046127
Mongolia,3398373,07-10-2021,428199,12.60011776
Isle of Man,84534,22-11-2021,10650,12.59848108
Serbia,6871547,19-09-2021,865686,12.59812383
United States,338289856,22-09-2021,42617021,12.59778271
Georgia,3744385,13-08-2021,471685,12.59712877
Cyprus,896007,22-08-2021,112862,12.59610695
Croatia,4030361,09-11-2021,507535,12.59279256
Aruba,106459,16-08-2021,13406,12.5926413
Czechia,10493990,07-03-2021,1321331,12.59131179
Bonaire Sint Eustatius and Saba,27052,31-12-2021,3406,12.59056632
Gibraltar,32677,31-01-2021,4114,12.58989503
Slovakia,5643455,01-04-2021,710422,12.58842323
United Kingdom,67508936,18-10-2021,8497868,12.58776764
Lithuania,2750058,07-10-2021,346106,12.58540729
Ireland,5023108,14-12-2021,632177,12.58537543
Luxembourg,647601,28-10-2021,81501,12.58506395
Lebanon,5489744,13-12-2021,690841,12.58421158
Slovenia,2119843,30-08-2021,266657,12.57909194
Maldives,523798,02-06-2021,65868,12.57507665
Slovenia,2119843,29-08-2021,266514,12.57234616
Hungary,9967304,30-12-2021,1253055,12.57165428
Gibraltar,32677,30-01-2021,4108,12.57153349
Lebanon,5489744,12-12-2021,690054,12.56987575
Denmark,5882259,28-12-2021,739071,12.56440765
Luxembourg,647601,27-10-2021,81363,12.56375453
Estonia,1326064,12-10-2021,166601,12.56357159
Cyprus,896007,21-08-2021,112551,12.5613974
Slovenia,2119843,28-08-2021,266241,12.55946785
United States,338289856,21-09-2021,42485289,12.55884214
Netherlands,17564020,06-11-2021,2205519,12.55702852
Belgium,11655923,10-11-2021,1463548,12.55626002
Belgium,11655923,11-11-2021,1463548,12.55626002
Liechtenstein,39355,06-12-2021,4941,12.55494855
Isle of Man,84534,21-11-2021,10610,12.55116285
Latvia,1850654,08-11-2021,232247,12.54945549
Andorra,79843,02-02-2021,10017,12.54587127
Bahrain,1472237,06-05-2021,184697,12.54533068
Slovakia,5643455,31-03-2021,707876,12.54330902
France,67813000,16-12-2021,8505530,12.54262457
Lebanon,5489744,11-12-2021,688515,12.54184166
Aruba,106459,15-08-2021,13350,12.54003889
Montenegro,627082,05-03-2021,78634,12.53966786
Hungary,9967304,29-12-2021,1249694,12.53793403
Gibraltar,32677,29-01-2021,4096,12.53481042
Slovenia,2119843,27-08-2021,265703,12.53408861
Israel,9449000,13-09-2021,1184053,12.53098741
Luxembourg,647601,26-10-2021,81124,12.52684909
Cyprus,896007,20-08-2021,112240,12.52668785
Latvia,1850654,07-11-2021,231824,12.52659871
United States,338289856,20-09-2021,42363469,12.5228316
Portugal,10270857,27-12-2021,1286119,12.52202226
Serbia,6871547,18-09-2021,860431,12.52164906
Seychelles,107135,13-06-2021,13414,12.52065151
United Kingdom,67508936,17-10-2021,8449165,12.5156246
Lebanon,5489744,10-12-2021,686725,12.5092354
Austria,8939617,27-11-2021,1118256,12.50899228
Slovenia,2119843,26-08-2021,265159,12.50842633
Ireland,5023108,13-12-2021,628306,12.50831159
Hungary,9967304,28-12-2021,1246689,12.50778546
Czechia,10493990,06-03-2021,1312164,12.50395703
Lithuania,2750058,06-10-2021,343808,12.50184542
Hungary,9967304,27-12-2021,1245319,12.49404051
Netherlands,17564020,05-11-2021,2194170,12.49241347
Gibraltar,32677,28-01-2021,4082,12.49196683
Isle of Man,84534,20-11-2021,10558,12.48964914
Andorra,79843,01-02-2021,9972,12.48951066
Slovakia,5643455,30-03-2021,704811,12.48899832
European Union,450146793,31-12-2021,56207913,12.48657413
Slovenia,2119843,25-08-2021,264649,12.48436795
Switzerland,8740471,08-12-2021,1090928,12.48134111
Lebanon,5489744,09-12-2021,685162,12.48076413
Cyprus,896007,19-08-2021,111820,12.47981322
San Marino,33690,17-03-2021,4204,12.47848026
Spain,47558632,27-12-2021,5932626,12.47434115
Aruba,106459,14-08-2021,13279,12.47334655
United States,338289856,19-09-2021,42194052,12.47275118
Croatia,4030361,08-11-2021,502569,12.46957779
Estonia,1326064,11-10-2021,165345,12.4688552
Sweden,10549349,31-12-2021,1314784,12.46317664
Sweden,10549349,30-12-2021,1314784,12.46317664
Slovenia,2119843,24-08-2021,264141,12.46040391
Portugal,10270857,26-12-2021,1279785,12.46035263
United States,338289856,18-09-2021,42148049,12.45915248
Latvia,1850654,06-11-2021,230569,12.45878484
Georgia,3744385,12-08-2021,466326,12.4540078
France,67813000,15-12-2021,8444664,12.45286892
Bahrain,1472237,05-05-2021,183330,12.45247878
Bonaire Sint Eustatius and Saba,27052,30-12-2021,3368,12.45009611
United Kingdom,67508936,16-10-2021,8404469,12.44941707
Montenegro,627082,04-03-2021,78060,12.44813278
Lebanon,5489744,08-12-2021,683326,12.44731995
Luxembourg,647601,22-10-2021,80603,12.44639832
Luxembourg,647601,23-10-2021,80603,12.44639832
Luxembourg,647601,24-10-2021,80603,12.44639832
Luxembourg,647601,25-10-2021,80603,12.44639832
Andorra,79843,31-01-2021,9937,12.44567464
Slovakia,5643455,29-03-2021,702117,12.4412616
Maldives,523798,01-06-2021,65164,12.44067369
Croatia,4030361,07-11-2021,501327,12.43876169
Slovenia,2119843,23-08-2021,263664,12.43790224
United States,338289856,17-09-2021,42071795,12.43661146
Liechtenstein,39355,05-12-2021,4893,12.43298183
Slovenia,2119843,22-08-2021,263547,12.43238296
Cyprus,896007,18-08-2021,111387,12.4314877
Isle of Man,84534,19-11-2021,10504,12.42576951
Luxembourg,647601,21-10-2021,80462,12.42462566
Argentina,45510324,31-12-2021,5654408,12.42445121
Netherlands,17564020,04-11-2021,2182208,12.42430833
Portugal,10270857,25-12-2021,1276053,12.42401681
Serbia,6871547,17-09-2021,853686,12.42349066
Slovenia,2119843,21-08-2021,263303,12.42087268
Gibraltar,32677,27-01-2021,4057,12.41546042
Ireland,5023108,12-12-2021,623623,12.41508245
Slovakia,5643455,28-03-2021,700607,12.41450494
Estonia,1326064,10-10-2021,164618,12.4140313
Hungary,9967304,23-12-2021,1237330,12.41388845
Hungary,9967304,24-12-2021,1237330,12.41388845
Hungary,9967304,25-12-2021,1237330,12.41388845
Hungary,9967304,26-12-2021,1237330,12.41388845
Lebanon,5489744,07-12-2021,681332,12.41099767
Israel,9449000,12-09-2021,1172253,12.40610647
Armenia,2780472,31-12-2021,344930,12.40544771
Luxembourg,647601,20-10-2021,80331,12.40439715
Lithuania,2750058,05-10-2021,341125,12.40428384
Slovenia,2119843,20-08-2021,262904,12.40205053
Armenia,2780472,30-12-2021,344826,12.40170734
Armenia,2780472,29-12-2021,344737,12.39850644
Armenia,2780472,28-12-2021,344649,12.39534151
Armenia,2780472,27-12-2021,344540,12.39142131
Armenia,2780472,26-12-2021,344481,12.38929937
Slovenia,2119843,19-08-2021,262571,12.38634182
United Kingdom,67508936,15-10-2021,8361651,12.38599139
Armenia,2780472,25-12-2021,344379,12.38563093
Cyprus,896007,17-08-2021,110975,12.38550592
Armenia,2780472,24-12-2021,344261,12.38138705
Andorra,79843,30-01-2021,9885,12.38054682
Lebanon,5489744,06-12-2021,679625,12.37990333
Czechia,10493990,05-03-2021,1299002,12.37853286
Mongolia,3398373,06-10-2021,420650,12.37798205
Hungary,9967304,22-12-2021,1233744,12.37791082
Armenia,2780472,23-12-2021,344126,12.37653175
United States,338289856,16-09-2021,41861085,12.37432464
Austria,8939617,26-11-2021,1106126,12.37330414
Armenia,2780472,22-12-2021,343997,12.37189225
Slovenia,2119843,18-08-2021,262189,12.36832162
Isle of Man,84534,18-11-2021,10455,12.36780467
Armenia,2780472,21-12-2021,343845,12.36642556
Luxembourg,647601,19-10-2021,80085,12.3664108
Lebanon,5489744,05-12-2021,678801,12.36489352
Netherlands,17564020,03-11-2021,2171297,12.36218702
Armenia,2780472,20-12-2021,343708,12.36149834
Slovakia,5643455,27-03-2021,697479,12.35907791
Armenia,2780472,19-12-2021,343636,12.35890885
Sweden,10549349,29-12-2021,1303663,12.35775781
Montenegro,627082,03-03-2021,77493,12.35771398
Latvia,1850654,05-11-2021,228681,12.35676685
France,67813000,14-12-2021,8378951,12.35596567
Armenia,2780472,18-12-2021,343506,12.35423338
Liechtenstein,39355,03-12-2021,4862,12.35421166
Liechtenstein,39355,04-12-2021,4862,12.35421166
Bahrain,1472237,04-05-2021,181880,12.3539892
Estonia,1326064,09-10-2021,163803,12.35257122
Luxembourg,647601,18-10-2021,79982,12.35050594
Slovenia,2119843,17-08-2021,261804,12.35015989
European Union,450146793,30-12-2021,55587674,12.34878819
Armenia,2780472,17-12-2021,343350,12.34862282
Lithuania,2750058,04-10-2021,339491,12.34486691
Hungary,9967304,21-12-2021,1230385,12.34421063
Belgium,11655923,08-11-2021,1438830,12.34419617
Belgium,11655923,09-11-2021,1438830,12.34419617
Denmark,5882259,27-12-2021,726071,12.34340412
Cyprus,896007,16-08-2021,110594,12.34298393
Armenia,2780472,16-12-2021,343157,12.34168156
Switzerland,8740471,07-12-2021,1078503,12.3391863
Israel,9449000,11-09-2021,1165682,12.33656472
Croatia,4030361,06-11-2021,497168,12.33556994
Armenia,2780472,15-12-2021,342977,12.33520784
Slovenia,2119843,16-08-2021,261484,12.33506444
Lebanon,5489744,04-12-2021,677147,12.33476461
Slovenia,2119843,15-08-2021,261428,12.33242273
Bonaire Sint Eustatius and Saba,27052,29-12-2021,3336,12.33180541
Slovenia,2119843,14-08-2021,261333,12.32794127
Armenia,2780472,14-12-2021,342765,12.32758323
United States,338289856,15-09-2021,41702479,12.32743999
Portugal,10270857,24-12-2021,1266037,12.32649817
Aruba,106459,13-08-2021,13121,12.3249326
Cyprus,896007,15-08-2021,110429,12.32456889
Hungary,9967304,20-12-2021,1228400,12.32429552
Ireland,5023108,11-12-2021,618956,12.32217185
Armenia,2780472,13-12-2021,342604,12.32179285
San Marino,33690,16-03-2021,4151,12.32116355
Seychelles,107135,12-06-2021,13200,12.32090353
United Kingdom,67508936,14-10-2021,8317439,12.3205008
Andorra,79843,29-01-2021,9837,12.32042884
Argentina,45510324,30-12-2021,5606745,12.31972113
Armenia,2780472,12-12-2021,342538,12.31941915
Georgia,3744385,11-08-2021,461198,12.31705607
Isle of Man,84534,17-11-2021,10412,12.31693756
Slovenia,2119843,13-08-2021,261068,12.31544034
Armenia,2780472,11-12-2021,342405,12.31463579
Gibraltar,32677,26-01-2021,4024,12.31447195
Serbia,6871547,16-09-2021,846114,12.31329714
Luxembourg,647601,16-10-2021,79720,12.31004893
Luxembourg,647601,17-10-2021,79720,12.31004893
Luxembourg,647601,15-10-2021,79720,12.31004893
Lebanon,5489744,03-12-2021,675765,12.30959039
Slovenia,2119843,12-08-2021,260867,12.30595851
Armenia,2780472,10-12-2021,342115,12.3042059
Netherlands,17564020,02-11-2021,2161083,12.30403404
Slovakia,5643455,26-03-2021,694284,12.30246365
Lithuania,2750058,03-10-2021,338235,12.29919514
Luxembourg,647601,14-10-2021,79628,12.29584266
Slovenia,2119843,11-08-2021,260619,12.29425953
Maldives,523798,31-05-2021,64396,12.29405229
Armenia,2780472,09-12-2021,341768,12.29172601
Monaco,36491,21-12-2021,4485,12.29070182
Monaco,36491,22-12-2021,4485,12.29070182
Slovenia,2119843,10-08-2021,260372,12.28260772
Armenia,2780472,08-12-2021,341468,12.28093647
Cyprus,896007,14-08-2021,110028,12.27981478
Lebanon,5489744,02-12-2021,674000,12.27743953
United States,338289856,14-09-2021,41529060,12.27617656
Slovenia,2119843,09-08-2021,260156,12.27241829
Estonia,1326064,08-10-2021,162735,12.27203212
Sweden,10549349,28-12-2021,1294560,12.27146813
Luxembourg,647601,13-10-2021,79463,12.270364
Slovenia,2119843,08-08-2021,260109,12.27020114
Slovenia,2119843,07-08-2021,260041,12.26699336
Armenia,2780472,07-12-2021,341058,12.26619078
France,67813000,13-12-2021,8315546,12.2624659
Slovenia,2119843,06-08-2021,259909,12.26076648
Latvia,1850654,04-11-2021,226860,12.2583692
Montenegro,627082,02-03-2021,76868,12.258046
Bahrain,1472237,03-05-2021,180462,12.25767319
Armenia,2780472,06-12-2021,340818,12.25755915
Slovakia,5643455,25-03-2021,691648,12.25575468
United Kingdom,67508936,13-10-2021,8272883,12.25450065
Armenia,2780472,05-12-2021,340723,12.25414246
Slovenia,2119843,05-08-2021,259764,12.25392635
Netherlands,17564020,01-11-2021,2151971,12.25215526
Lebanon,5489744,01-12-2021,672548,12.25099021
Isle of Man,84534,16-11-2021,10354,12.24832612
Andorra,79843,28-01-2021,9779,12.24778628
Slovenia,2119843,04-08-2021,259625,12.24736926
San Marino,33690,13-03-2021,4126,12.24695755
San Marino,33690,14-03-2021,4126,12.24695755
San Marino,33690,15-03-2021,4126,12.24695755
Luxembourg,647601,12-10-2021,79300,12.24519419
France,67813000,12-12-2021,8303482,12.2446758
Ireland,5023108,10-12-2021,614952,12.24246025
Armenia,2780472,04-12-2021,340396,12.24238187
Slovenia,2119843,03-08-2021,259486,12.24081217
Lithuania,2750058,02-10-2021,336575,12.23883278
Czechia,10493990,04-03-2021,1284288,12.23831927
United States,338289856,13-09-2021,41383522,12.23315487
Cyprus,896007,13-08-2021,109609,12.23305175
Slovenia,2119843,02-08-2021,259304,12.23222663
Slovenia,2119843,01-08-2021,259273,12.23076426
Luxembourg,647601,11-10-2021,79196,12.22913491
Slovenia,2119843,31-07-2021,259215,12.22802821
Armenia,2780472,03-12-2021,339977,12.22731249
Switzerland,8740471,06-12-2021,1068528,12.22506201
Hungary,9967304,17-12-2021,1218295,12.22291404
Hungary,9967304,18-12-2021,1218295,12.22291404
Hungary,9967304,19-12-2021,1218295,12.22291404
Slovenia,2119843,30-07-2021,259079,12.22161264
Liechtenstein,39355,02-12-2021,4809,12.21954008
Gibraltar,32677,25-01-2021,3992,12.21654375
Lebanon,5489744,30-11-2021,670656,12.21652594
Slovenia,2119843,29-07-2021,258963,12.21614053
Israel,9449000,10-09-2021,1154286,12.21595936
Bonaire Sint Eustatius and Saba,27052,28-12-2021,3304,12.21351471
Armenia,2780472,02-12-2021,339578,12.2129624
Austria,8939617,25-11-2021,1091668,12.21157461
Slovenia,2119843,28-07-2021,258864,12.21147038
Argentina,45510324,29-12-2021,5556239,12.20874411
Netherlands,17564020,31-10-2021,2144240,12.20813914
Slovenia,2119843,27-07-2021,258780,12.20750782
Cayman Islands,68722,24-12-2021,8386,12.20278804
Cayman Islands,68722,25-12-2021,8386,12.20278804
Cayman Islands,68722,26-12-2021,8386,12.20278804
Cayman Islands,68722,27-12-2021,8386,12.20278804
Cayman Islands,68722,28-12-2021,8386,12.20278804
Cayman Islands,68722,29-12-2021,8386,12.20278804
Cayman Islands,68722,23-12-2021,8386,12.20278804
Serbia,6871547,15-09-2021,838512,12.20266703
Slovenia,2119843,26-07-2021,258674,12.20250745
Luxembourg,647601,08-10-2021,79018,12.20164885
Luxembourg,647601,09-10-2021,79018,12.20164885
Luxembourg,647601,10-10-2021,79018,12.20164885
Slovakia,5643455,24-03-2021,688587,12.20151485
Slovenia,2119843,25-07-2021,258651,12.20142246
Portugal,10270857,23-12-2021,1253094,12.20048142
Estonia,1326064,07-10-2021,161781,12.20008989
Slovenia,2119843,24-07-2021,258619,12.19991292
Slovenia,2119843,23-07-2021,258525,12.19547863
United Kingdom,67508936,12-10-2021,8231437,12.19310729
Armenia,2780472,01-12-2021,339020,12.19289387
Slovenia,2119843,22-07-2021,258468,12.19278975
Luxembourg,647601,07-10-2021,78941,12.18975882
