Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Latvia,1850654,2021-08-18,140505,7.592180926
France,67813000,2021-04-13,5148036,7.591517851
Turkey,85341248,2021-09-04,6478663,7.591479093
Europe,744807803,2021-09-04,56540377,7.591270764
Poland,39857144,2021-10-31,3025247,7.59022523
Malaysia,33938216,2021-11-19,2575888,7.589933425
Jordan,11285875,2021-10-27,856450,7.588689402
Malta,533293,2021-12-11,40468,7.588323867
Lithuania,2750058,2021-03-20,208674,7.587985417
United Arab Emirates,9441138,2021-08-29,716381,7.587867056
Cyprus,896007,2021-05-04,67987,7.587775542
South America,436816679,2021-07-02,33144244,7.587678217
Ukraine,39701744,2021-10-29,3012370,7.587500438
Panama,4408582,2021-02-18,334463,7.586634433
Chile,19603736,2021-06-15,1487239,7.586508
Georgia,3744385,2021-04-05,284061,7.586319249
Italy,59037472,2021-08-21,4478691,7.586183568
United Kingdom,67508936,2021-07-11,5121245,7.586025352
Latvia,1850654,2021-08-17,140325,7.582454635
Bulgaria,6781955,2021-10-06,514208,7.582002535
Costa Rica,5180836,2021-07-19,392781,7.581421222
Serbia,6871547,2021-03-15,520911,7.580694711
Georgia,3744385,2021-04-04,283833,7.580230131
Qatar,2695131,2021-04-28,204289,7.579928397
Spain,47558632,2021-05-14,3604799,7.579694471
Spain,47558632,2021-05-15,3604799,7.579694471
Spain,47558632,2021-05-16,3604799,7.579694471
Bosnia and Herzegovina,3233530,2021-10-18,245082,7.579394655
Ireland,5023108,2021-09-23,380720,7.579371178
North Macedonia,2093606,2021-08-10,158681,7.579315306
Portugal,10270857,2021-02-11,778369,7.578423105
North America,600323657,2021-08-22,45494180,7.578275397
Austria,8939617,2021-08-27,677412,7.577640071
Moldova,3272993,2021-04-22,248009,7.577437532
United Arab Emirates,9441138,2021-08-28,715394,7.577412808
European Union,450146793,2021-07-22,34104845,7.576382978
Europe,744807803,2021-09-03,56423991,7.575644451
Kuwait,4268886,2021-06-10,323357,7.574739639
Argentina,45510324,2021-05-20,3447044,7.574202284
Latvia,1850654,2021-08-16,140171,7.574133252
Estonia,1326064,2021-03-25,100437,7.574068823
Jordan,11285875,2021-10-26,854758,7.57369721
Italy,59037472,2021-08-20,4471225,7.573537363
Czechia,10493990,2021-01-07,794740,7.573287186
Hungary,9967304,2021-04-20,754833,7.573090978
Poland,39857144,2021-10-30,3018100,7.57229369
Latvia,1850654,2021-08-15,140122,7.57148554
Armenia,2780472,2021-04-21,210518,7.57130444
Malaysia,33938216,2021-11-18,2569533,7.571208221
Belgium,11655923,2021-03-31,882453,7.570854749
Panama,4408582,2021-02-17,333755,7.570574847
Belize,405285,2021-12-04,30680,7.569981618
Belize,405285,2021-12-05,30680,7.569981618
Belize,405285,2021-12-03,30680,7.569981618
United States,338289856,2021-01-26,25606434,7.569376836
Netherlands,17564020,2021-04-07,1329310,7.568369883
High income,1250514600,2021-09-06,94642577,7.568290446
Turkey,85341248,2021-09-03,6458630,7.568005099
Georgia,3744385,2021-04-03,283369,7.567838243
Latvia,1850654,2021-08-14,140049,7.567540988
Lithuania,2750058,2021-03-19,208111,7.567513122
Malta,533293,2021-12-10,40357,7.567509793
North America,600323657,2021-08-21,45427488,7.567166056
United Arab Emirates,9441138,2021-08-27,714396,7.566842048
Barbados,281646,2021-11-11,21311,7.566590685
Spain,47558632,2021-05-13,3598452,7.566348839
Lebanon,5489744,2021-03-13,415362,7.566145161
San Marino,33690,2021-01-06,2549,7.566043336
San Marino,33690,2021-01-07,2549,7.566043336
Aruba,106459,2021-03-05,8054,7.565353798
Kosovo,1782115,2021-08-25,134818,7.565056127
Israel,9449000,2021-02-11,714812,7.564948672
Brazil,215313504,2021-05-26,16285550,7.563645427
Chile,19603736,2021-06-14,1482663,7.563165511
Luxembourg,647601,2021-01-19,48975,7.562526926
Liechtenstein,39355,2021-04-26,2976,7.561936222
Latvia,1850654,2021-08-13,139941,7.561705213
Austria,8939617,2021-08-26,675959,7.561386578
Italy,59037472,2021-08-19,4464005,7.561307842
Bahrain,1472237,2021-02-12,111312,7.560739202
Romania,19659270,2021-10-19,1486264,7.560117949
Bonaire Sint Eustatius and Saba,27052,2021-09-27,2045,7.559515008
South America,436816679,2021-07-01,33020972,7.559457683
Panama,4408582,2021-02-16,333251,7.5591426
Cuba,11212198,2021-09-25,847494,7.558678504
Moldova,3272993,2021-04-21,247391,7.558555732
European Union,450146793,2021-07-21,34024207,7.558469266
Jordan,11285875,2021-10-25,853012,7.558226544
Greece,10384972,2021-11-07,784904,7.558075265
Palestine,5250076,2021-09-26,396746,7.556957271
Mongolia,3398373,2021-09-10,256807,7.556763192
Europe,744807803,2021-09-02,56282264,7.556615784
Hungary,9967304,2021-04-19,753188,7.556587017
Curacao,191173,2021-08-13,14446,7.55650641
United Arab Emirates,9441138,2021-08-26,713402,7.556313656
Monaco,36491,2021-07-23,2757,7.555287605
Latvia,1850654,2021-08-12,139814,7.554842775
Belize,405285,2021-12-02,30618,7.554683741
North Macedonia,2093606,2021-08-09,158164,7.55462107
Spain,47558632,2021-05-12,3592751,7.55436153
Qatar,2695131,2021-04-27,203599,7.554326673
High income,1250514600,2021-09-05,94457343,7.553477824
Uruguay,3422796,2021-05-21,258540,7.553473827
Ireland,5023108,2021-09-22,379366,7.552415755
Malaysia,33938216,2021-11-17,2563153,7.552409355
Georgia,3744385,2021-04-02,282789,7.552348383
Colombia,51874028,2021-06-19,3917348,7.551655715
Malta,533293,2021-12-09,40269,7.551008545
Switzerland,8740471,2021-05-02,659974,7.550783018
Switzerland,8740471,2021-05-01,659974,7.550783018
Switzerland,8740471,2021-04-30,659974,7.550783018
Sweden,10549349,2021-03-30,796445,7.54970757
Luxembourg,647601,2021-01-18,48890,7.549401561
Liechtenstein,39355,2021-04-25,2971,7.549231356
Latvia,1850654,2021-08-11,139707,7.549061035
Italy,59037472,2021-08-18,4456765,7.549044444
North Macedonia,2093606,2021-08-08,158025,7.547981807
Poland,39857144,2021-10-29,3008294,7.547690823
Germany,83369840,2021-12-08,6291621,7.546639168
Panama,4408582,2021-02-15,332679,7.546167906
United Arab Emirates,9441138,2021-08-25,712411,7.54581704
North America,600323657,2021-08-20,45295767,7.545224392
Lithuania,2750058,2021-03-18,207491,7.544968142
Portugal,10270857,2021-02-10,774889,7.54454083
Bulgaria,6781955,2021-10-05,511666,7.544520717
Saint Lucia,179872,2021-12-31,13570,7.544253692
Jordan,11285875,2021-10-24,851410,7.54403181
Austria,8939617,2021-08-25,674341,7.543287369
Bosnia and Herzegovina,3233530,2021-10-15,243914,7.543273141
Bosnia and Herzegovina,3233530,2021-10-16,243914,7.543273141
Bosnia and Herzegovina,3233530,2021-10-17,243914,7.543273141
Latvia,1850654,2021-08-10,139587,7.54257684
Turkey,85341248,2021-09-02,6435773,7.541222036
European Union,450146793,2021-07-20,33945978,7.541090713
Spain,47558632,2021-05-11,3586333,7.540866609
High income,1250514600,2021-09-04,94288422,7.539969705
United Kingdom,67508936,2021-07-10,5089893,7.539584093
Slovenia,2119843,2021-01-26,159812,7.538860189
Georgia,3744385,2021-04-01,282260,7.538220562
Europe,744807803,2021-09-01,56142901,7.537904514
Moldova,3272993,2021-04-20,246691,7.537168579
Italy,59037472,2021-08-17,4449606,7.536918247
Palestine,5250076,2021-09-25,395677,7.536595661
Latvia,1850654,2021-08-09,139462,7.535822471
Malta,533293,2021-12-08,40188,7.535819896
United Arab Emirates,9441138,2021-08-24,711428,7.53540516
Panama,4408582,2021-02-14,332179,7.534826391
Kuwait,4268886,2021-06-09,321648,7.534705776
Armenia,2780472,2021-04-20,209485,7.534152475
Cyprus,896007,2021-05-03,67506,7.534092926
Malaysia,33938216,2021-11-16,2556865,7.533881569
France,67813000,2021-04-12,5108923,7.533840119
Latvia,1850654,2021-08-08,139421,7.533607038
Croatia,4030361,2021-04-16,303598,7.532774359
Seychelles,107135,2021-05-08,8069,7.531618985
Chile,19603736,2021-06-13,1476473,7.531589897
Isle of Man,84534,2021-08-23,6366,7.530697707
South America,436816679,2021-06-30,32894941,7.530605533
Spain,47558632,2021-05-10,3581392,7.530477327
Austria,8939617,2021-08-24,673186,7.530367352
Curacao,191173,2021-08-12,14396,7.530352089
Switzerland,8740471,2021-04-29,658143,7.529834491
Belize,405285,2021-12-01,30517,7.529763006
Hungary,9967304,2021-04-18,750508,7.529699104
Latvia,1850654,2021-08-07,139347,7.529608452
Jordan,11285875,2021-10-23,849758,7.529394043
Denmark,5882259,2021-11-19,442881,7.52909724
North Macedonia,2093606,2021-08-07,157627,7.528971545
Qatar,2695131,2021-04-26,202904,7.528539429
Italy,59037472,2021-08-16,4444338,7.527995101
Cyprus,896007,2021-05-02,67448,7.527619762
Brazil,215313504,2021-05-25,16205305,7.526376516
Liechtenstein,39355,2021-04-24,2962,7.526362597
Latvia,1850654,2021-08-06,139284,7.52620425
European Union,450146793,2021-07-19,33874271,7.52516102
United Arab Emirates,9441138,2021-08-23,710438,7.524919136
Georgia,3744385,2021-03-31,281761,7.524893941
United States,338289856,2021-01-25,25455157,7.524658676
Poland,39857144,2021-10-28,2998891,7.524099067
Netherlands,17564020,2021-04-06,1321517,7.52400077
Ireland,5023108,2021-09-21,377937,7.523967233
Lithuania,2750058,2021-03-17,206912,7.523914041
Costa Rica,5180836,2021-07-17,389798,7.523843642
Costa Rica,5180836,2021-07-18,389798,7.523843642
Costa Rica,5180836,2021-07-16,389798,7.523843642
Panama,4408582,2021-02-13,331692,7.523779755
High income,1250514600,2021-09-03,94084021,7.523624354
Slovakia,5643455,2021-01-29,424576,7.523334553
Moldova,3272993,2021-04-19,246238,7.523328036
Aruba,106459,2021-03-04,8009,7.523084004
Belgium,11655923,2021-03-30,876842,7.522716133
Jordan,11285875,2021-10-22,849000,7.522677683
Latvia,1850654,2021-08-05,139204,7.521881454
Bosnia and Herzegovina,3233530,2021-10-14,243220,7.521810529
Italy,59037472,2021-08-15,4440669,7.521780404
France,67813000,2021-04-11,5100387,7.521252562
Monaco,36491,2021-07-22,2744,7.519662383
Malta,533293,2021-12-07,40101,7.519506163
Austria,8939617,2021-08-23,672203,7.519371356
Latvia,1850654,2021-08-04,139134,7.518099007
Malaysia,33938216,2021-11-15,2551452,7.517931997
Palestine,5250076,2021-09-24,394683,7.517662601
Ukraine,39701744,2021-10-28,2984456,7.517191184
Europe,744807803,2021-08-31,55987382,7.517024093
Greece,10384972,2021-11-06,780621,7.516832977
Suriname,618046,2021-10-17,46447,7.515136414
Botswana,2630300,2021-12-15,197644,7.514123864
Botswana,2630300,2021-12-14,197644,7.514123864
United Arab Emirates,9441138,2021-08-22,709378,7.513691676
Turkey,85341248,2021-09-01,6412277,7.513690215
Serbia,6871547,2021-03-14,516277,7.513257204
Moldova,3272993,2021-04-18,245897,7.512909438
Latvia,1850654,2021-08-03,139037,7.512857617
Italy,59037472,2021-08-14,4435008,7.512191579
Israel,9449000,2021-02-10,709729,7.51115462
North Macedonia,2093606,2021-08-06,157251,7.511012101
Armenia,2780472,2021-04-19,208818,7.510163742
Luxembourg,647601,2021-01-16,48630,7.509253383
Luxembourg,647601,2021-01-17,48630,7.509253383
Luxembourg,647601,2021-01-15,48630,7.509253383
Belize,405285,2021-11-30,30431,7.508543371
Georgia,3744385,2021-03-30,281145,7.508442641
Panama,4408582,2021-02-12,330985,7.507742852
Austria,8939617,2021-08-22,671097,7.506999461
Latvia,1850654,2021-08-02,138925,7.506805702
Switzerland,8740471,2021-04-28,656077,7.50619732
European Union,450146793,2021-07-18,33787304,7.505841322
Latvia,1850654,2021-08-01,138899,7.505400793
South America,436816679,2021-06-29,32782891,7.50495404
Latvia,1850654,2021-07-31,138863,7.503455535
Malta,533293,2021-12-06,40015,7.503379943
Poland,39857144,2021-10-27,2990509,7.50306896
Malaysia,33938216,2021-11-14,2546309,7.502777989
Cayman Islands,68722,2021-11-18,5156,7.502692005
Qatar,2695131,2021-04-25,202201,7.502455354
Europe,744807803,2021-08-30,55878288,7.502376825
United Arab Emirates,9441138,2021-08-21,708302,7.502294745
Bulgaria,6781955,2021-10-04,508800,7.502261516
Kuwait,4268886,2021-06-08,320257,7.502121162
Lebanon,5489744,2021-03-12,411839,7.501970948
Portugal,10270857,2021-02-09,770502,7.501827744
Lithuania,2750058,2021-03-16,206304,7.501805416
Spain,47558632,2021-05-07,3567408,7.501073622
Spain,47558632,2021-05-08,3567408,7.501073622
Spain,47558632,2021-05-09,3567408,7.501073622
Moldova,3272993,2021-04-17,245494,7.500596549
Italy,59037472,2021-08-13,4427827,7.500028118
Latvia,1850654,2021-07-30,138799,7.499997298
Bahrain,1472237,2021-02-11,110416,7.499879435
Armenia,2780472,2021-04-18,208520,7.499446137
Bosnia and Herzegovina,3233530,2021-10-13,242469,7.498585138
European Union,450146793,2021-07-17,33752411,7.498089851
North America,600323657,2021-08-19,45008834,7.497428008
Curacao,191173,2021-08-11,14333,7.497397645
Jordan,11285875,2021-10-21,846033,7.496388184
Jordan,11285875,2021-10-20,846033,7.496388184
Colombia,51874028,2021-06-18,3888614,7.496263834
Ireland,5023108,2021-09-20,376517,7.495697883
Latvia,1850654,2021-07-29,138717,7.495566432
North Macedonia,2093606,2021-08-05,156926,7.495488645
Argentina,45510324,2021-05-19,3411160,7.495354241
Costa Rica,5180836,2021-07-15,388298,7.494890786
Suriname,618046,2021-10-16,46313,7.49345518
Chile,19603736,2021-06-12,1468992,7.493428804
High income,1250514600,2021-09-02,93704810,7.493299958
Austria,8939617,2021-08-21,669811,7.492614057
Hungary,9967304,2021-04-17,746802,7.492517535
United Kingdom,67508936,2021-07-09,5058093,7.492479218
Brazil,215313504,2021-05-24,16131264,7.491988984
Latvia,1850654,2021-07-28,138650,7.49194609
Cuba,11212198,2021-09-24,839981,7.491671125
United Arab Emirates,9441138,2021-08-20,707236,7.491003733
Georgia,3744385,2021-03-29,280472,7.490469062
Saint Lucia,179872,2021-12-30,13473,7.490326454
European Union,450146793,2021-07-16,33715126,7.489806997
Aruba,106459,2021-03-03,7973,7.489268169
Belgium,11655923,2021-03-29,872936,7.489205274
Liechtenstein,39355,2021-04-23,2947,7.488247999
Malta,533293,2021-12-05,39934,7.488191294
Netherlands,17564020,2021-04-05,1315158,7.487796074
Latvia,1850654,2021-07-27,138572,7.487731364
Malaysia,33938216,2021-11-13,2541147,7.487567997
Italy,59037472,2021-08-12,4420429,7.487497093
Europe,744807803,2021-08-29,55766983,7.487432701
Panama,4408582,2021-02-11,330075,7.487101295
Luxembourg,647601,2021-01-14,48486,7.487017469
United States,338289856,2021-01-24,25325128,7.48622152
Georgia,3744385,2021-03-28,280301,7.485902224
Turkey,85341248,2021-08-31,6388331,7.485631098
Belize,405285,2021-11-29,30338,7.485596556
Jordan,11285875,2021-10-19,844801,7.485471884
North Macedonia,2093606,2021-08-04,156707,7.485028224
Latvia,1850654,2021-07-26,138504,7.484056987
Spain,47558632,2021-05-06,3559222,7.483861184
Latvia,1850654,2021-07-25,138481,7.482814184
Bosnia and Herzegovina,3233530,2021-10-12,241946,7.482410864
Poland,39857144,2021-10-26,2982143,7.482078997
Switzerland,8740471,2021-04-27,653957,7.481942335
Moldova,3272993,2021-04-16,244866,7.481409218
Latvia,1850654,2021-07-24,138425,7.479788226
Armenia,2780472,2021-04-17,207973,7.479773218
United Arab Emirates,9441138,2021-08-19,706166,7.479670353
Lithuania,2750058,2021-03-15,205677,7.479005897
Dominica,72758,2021-11-16,5441,7.478215454
Dominica,72758,2021-11-17,5441,7.478215454
Austria,8939617,2021-08-20,668498,7.477926627
Latvia,1850654,2021-07-23,138382,7.477464723
North Macedonia,2093606,2021-08-03,156543,7.477194849
Portugal,10270857,2021-02-08,767919,7.476678918
Qatar,2695131,2021-04-24,201496,7.476297071
Georgia,3744385,2021-03-27,279936,7.476154295
South America,436816679,2021-06-28,32656218,7.475954919
Cyprus,896007,2021-05-01,66985,7.475946058
Bermuda,64207,2021-09-23,4800,7.475820393
Bermuda,64207,2021-09-24,4800,7.475820393
Bermuda,64207,2021-09-22,4800,7.475820393
Monaco,36491,2021-07-21,2728,7.475815955
North Macedonia,2093606,2021-08-02,156506,7.475427564
Latvia,1850654,2021-07-22,138344,7.475411395
Malta,533293,2021-12-04,39865,7.475252816
Italy,59037472,2021-08-11,4413162,7.475187962
Palestine,5250076,2021-09-23,392452,7.475167979
Brazil,215313504,2021-05-23,16093784,7.474581808
European Union,450146793,2021-07-15,33644537,7.474125668
Europe,744807803,2021-08-28,55663343,7.473517702
Latvia,1850654,2021-07-21,138300,7.473033857
North Macedonia,2093606,2021-08-01,156452,7.472848282
Ireland,5023108,2021-09-19,375367,7.47280369
Jordan,11285875,2021-10-18,843204,7.471321453
Panama,4408582,2021-02-10,329367,7.471041709
Belgium,11655923,2021-03-28,870757,7.470510915
Liechtenstein,39355,2021-04-22,2940,7.470461187
Malaysia,33938216,2021-11-12,2535338,7.470451599
Lithuania,2750058,2021-03-14,205423,7.469769728
Latvia,1850654,2021-07-20,138238,7.46968369
Luxembourg,647601,2021-01-13,48372,7.469414037
North Macedonia,2093606,2021-07-31,156380,7.469409239
United Arab Emirates,9441138,2021-08-18,705089,7.46826283
Spain,47558632,2021-05-05,3551262,7.467123949
High income,1250514600,2021-09-01,93376545,7.467049565
Isle of Man,84534,2021-08-22,6312,7.466818085
Latvia,1850654,2021-07-19,138184,7.466765803
Poland,39857144,2021-10-25,2975880,7.466365377
Estonia,1326064,2021-03-24,99008,7.466306302
Croatia,4030361,2021-04-15,300900,7.465832465
North Macedonia,2093606,2021-07-30,156299,7.465540317
Latvia,1850654,2021-07-18,138159,7.465414929
Kuwait,4268886,2021-06-07,318676,7.465085739
Costa Rica,5180836,2021-07-14,386722,7.464470985
Malta,533293,2021-12-03,39806,7.464189479
Suriname,618046,2021-10-15,46132,7.464169334
Romania,19659270,2021-10-18,1467401,7.464168303
North America,600323657,2021-08-18,44807194,7.46383946
Latvia,1850654,2021-07-17,138126,7.463631776
Austria,8939617,2021-08-19,667207,7.463485292
Italy,59037472,2021-08-10,4406241,7.463464899
Bonaire Sint Eustatius and Saba,27052,2021-09-26,2019,7.463403815
Germany,83369840,2021-12-07,6222020,7.463154541
Georgia,3744385,2021-03-26,279446,7.463068034
North Macedonia,2093606,2021-07-29,156225,7.462005745
Latvia,1850654,2021-07-16,138087,7.461524412
Bulgaria,6781955,2021-10-03,505994,7.460887016
Moldova,3272993,2021-04-15,244177,7.460358149
Liechtenstein,39355,2021-04-21,2936,7.460297294
Bosnia and Herzegovina,3233530,2021-10-11,241227,7.460175103
Barbados,281646,2021-11-10,21011,7.460073994
Turkey,85341248,2021-08-30,6366438,7.459977618
Denmark,5882259,2021-11-18,438811,7.459906135
Slovenia,2119843,2021-01-25,158131,7.459561864
North Macedonia,2093606,2021-07-28,156171,7.459426463
European Union,450146793,2021-07-14,33576871,7.459093683
Latvia,1850654,2021-07-15,138041,7.459038805
Poland,39857144,2021-10-24,2972927,7.458956417
Switzerland,8740471,2021-04-26,651822,7.457515733
North Macedonia,2093606,2021-07-27,156124,7.457181533
Latvia,1850654,2021-07-14,138004,7.457039511
Mongolia,3398373,2021-09-09,253414,7.456921297
United Arab Emirates,9441138,2021-08-17,704000,7.456728204
Brazil,215313504,2021-05-22,16055289,7.456703227
Aruba,106459,2021-03-02,7938,7.456391663
Netherlands,17564020,2021-04-04,1309617,7.456248626
Jordan,11285875,2021-10-17,841489,7.456125467
Greece,10384972,2021-11-05,774265,7.455629153
Europe,744807803,2021-08-27,55529062,7.455488755
North Macedonia,2093606,2021-07-26,156086,7.455366483
Saint Lucia,179872,2021-12-29,13410,7.455301548
Latvia,1850654,2021-07-13,137970,7.455202323
South America,436816679,2021-06-27,32565552,7.455198843
Botswana,2630300,2021-12-10,196090,7.455043151
Botswana,2630300,2021-12-11,196090,7.455043151
Botswana,2630300,2021-12-12,196090,7.455043151
Botswana,2630300,2021-12-13,196090,7.455043151
Botswana,2630300,2021-12-09,196090,7.455043151
North Macedonia,2093606,2021-07-25,156078,7.454984367
Chile,19603736,2021-06-11,1461419,7.454798412
Italy,59037472,2021-08-09,4400617,7.453938746
Spain,47558632,2021-05-04,3544945,7.453841397
North Macedonia,2093606,2021-07-24,156054,7.453838019
Bulgaria,6781955,2021-10-02,505481,7.453322825
Latvia,1850654,2021-07-12,137917,7.452338471
Portugal,10270857,2021-02-07,765414,7.452289522
Lithuania,2750058,2021-03-13,204938,7.452133737
North Macedonia,2093606,2021-07-23,156017,7.452070733
Georgia,3744385,2021-03-25,279027,7.451877945
Serbia,6871547,2021-03-13,512051,7.451757224
Latvia,1850654,2021-07-11,137899,7.451365841
Malaysia,33938216,2021-11-11,2528821,7.451249058
Panama,4408582,2021-02-09,328476,7.450831129
North Macedonia,2093606,2021-07-22,155981,7.450351212
Austria,8939617,2021-08-18,665993,7.449905292
Qatar,2695131,2021-04-23,200778,7.449656436
Faeroe Islands,53117,2021-12-06,3957,7.449592409
North Macedonia,2093606,2021-07-21,155965,7.449586981
Latvia,1850654,2021-07-10,137863,7.449420583
Ukraine,39701744,2021-10-27,2957359,7.448939775
Lebanon,5489744,2021-03-11,408909,7.448598696
Armenia,2780472,2021-04-16,207103,7.448483567
Ireland,5023108,2021-09-18,374143,7.448436307
North Macedonia,2093606,2021-07-19,155931,7.447962988
North Macedonia,2093606,2021-07-20,155931,7.447962988
Latvia,1850654,2021-07-09,137831,7.447691465
Israel,9449000,2021-02-09,703719,7.447550005
North Macedonia,2093606,2021-07-18,155922,7.447533108
Poland,39857144,2021-10-23,2968200,7.447096561
Italy,59037472,2021-08-08,4396417,7.44682462
North Macedonia,2093606,2021-07-17,155901,7.446530054
European Union,450146793,2021-07-13,33519648,7.446381607
Hungary,9967304,2021-04-16,742198,7.446326509
Latvia,1850654,2021-07-08,137797,7.445854276
Monaco,36491,2021-07-20,2717,7.445671535
North Macedonia,2093606,2021-07-16,155882,7.445622529
Slovenia,2119843,2021-01-24,157830,7.445362699
United Arab Emirates,9441138,2021-08-16,702885,7.444918187
United States,338289856,2021-01-23,25185346,7.444901333
North Macedonia,2093606,2021-07-15,155866,7.444858297
Bahrain,1472237,2021-02-10,109604,7.444725272
Spain,47558632,2021-05-03,3540430,7.444347853
Jordan,11285875,2021-10-16,840117,7.443968678
North Macedonia,2093606,2021-07-14,155840,7.443616421
Latvia,1850654,2021-07-07,137747,7.443152529
Belize,405285,2021-11-26,30165,7.442910544
Belize,405285,2021-11-27,30165,7.442910544
Belize,405285,2021-11-28,30165,7.442910544
North Macedonia,2093606,2021-07-13,155823,7.442804425
North Macedonia,2093606,2021-07-12,155802,7.44180137
North Macedonia,2093606,2021-07-11,155797,7.441562548
Georgia,3744385,2021-03-24,278628,7.44122199
North Macedonia,2093606,2021-07-10,155783,7.440893845
Colombia,51874028,2021-06-17,3859824,7.440763999
Slovakia,5643455,2021-01-28,419905,7.440566107
Latvia,1850654,2021-07-06,137699,7.440558851
United Kingdom,67508936,2021-07-08,5022893,7.440337972
North Macedonia,2093606,2021-07-09,155770,7.440272907
Austria,8939617,2021-08-17,665118,7.440117401
Luxembourg,647601,2021-01-12,48181,7.439920568
North Macedonia,2093606,2021-07-08,155760,7.439795262
Jordan,11285875,2021-10-15,839544,7.438891535
North Macedonia,2093606,2021-07-07,155741,7.438887737
Europe,744807803,2021-08-26,55403112,7.438578352
North Macedonia,2093606,2021-07-06,155732,7.438457857
Malta,533293,2021-12-02,39668,7.438312522
High income,1250514600,2021-08-31,93015878,7.438208078
Latvia,1850654,2021-07-05,137653,7.438073243
North Macedonia,2093606,2021-07-05,155716,7.437693625
North Macedonia,2093606,2021-07-04,155710,7.437407038
North Macedonia,2093606,2021-07-03,155706,7.43721598
Italy,59037472,2021-08-07,4390684,7.437113838
Turkey,85341248,2021-08-29,6346881,7.437061384
North Macedonia,2093606,2021-07-02,155700,7.436929394
Latvia,1850654,2021-07-04,137631,7.436884474
North Macedonia,2093606,2021-07-01,155689,7.436403984
North Macedonia,2093606,2021-06-30,155684,7.436165162
North Macedonia,2093606,2021-06-29,155682,7.436069633
North Macedonia,2093606,2021-06-28,155676,7.435783046
North Macedonia,2093606,2021-06-27,155673,7.435639753
Moldova,3272993,2021-04-14,243365,7.435549053
Palestine,5250076,2021-09-22,390369,7.435492362
North Macedonia,2093606,2021-06-26,155669,7.435448695
Bulgaria,6781955,2021-10-01,504253,7.435215952
Latvia,1850654,2021-07-03,137600,7.435209391
North Macedonia,2093606,2021-06-25,155663,7.435162108
North Macedonia,2093606,2021-06-24,155655,7.434779992
South America,436816679,2021-06-26,32475867,7.434667347
Botswana,2630300,2021-12-07,195552,7.43458921
Botswana,2630300,2021-12-08,195552,7.43458921
Botswana,2630300,2021-12-06,195552,7.43458921
North Macedonia,2093606,2021-06-23,155645,7.434302347
North Macedonia,2093606,2021-06-22,155640,7.434063525
North Macedonia,2093606,2021-06-21,155627,7.433442587
North Macedonia,2093606,2021-06-20,155624,7.433299293
United Arab Emirates,9441138,2021-08-15,701776,7.433171721
Curacao,191173,2021-08-10,14210,7.433058016
North Macedonia,2093606,2021-06-19,155616,7.432917177
North Macedonia,2093606,2021-06-18,155612,7.432726119
Malaysia,33938216,2021-11-10,2522498,7.432618144
Costa Rica,5180836,2021-07-13,385069,7.432564937
Liechtenstein,39355,2021-04-20,2925,7.432346589
Panama,4408582,2021-02-08,327654,7.432185678
Latvia,1850654,2021-07-02,137540,7.431967294
Lithuania,2750058,2021-03-12,204383,7.431952344
North Macedonia,2093606,2021-06-17,155593,7.431818594
Poland,39857144,2021-10-22,2961923,7.431347816
North Macedonia,2093606,2021-06-16,155583,7.43134095
Austria,8939617,2021-08-16,664321,7.43120203
North Macedonia,2093606,2021-06-15,155568,7.430624482
Kuwait,4268886,2021-06-06,317197,7.430439698
Belgium,11655923,2021-03-27,866063,7.430239544
Bonaire Sint Eustatius and Saba,27052,2021-09-25,2010,7.430134556
Jordan,11285875,2021-10-14,838523,7.429844828
Latvia,1850654,2021-07-01,137500,7.429805896
European Union,450146793,2021-07-12,33443437,7.429451352
North Macedonia,2093606,2021-06-14,155540,7.429287077
Georgia,3744385,2021-03-23,278178,7.429203995
North Macedonia,2093606,2021-06-13,155536,7.429096019
North Macedonia,2093606,2021-06-12,155528,7.428713903
Aruba,106459,2021-03-01,7908,7.4282118
North Macedonia,2093606,2021-06-11,155507,7.427710849
North America,600323657,2021-08-17,44586617,7.427096447
North Macedonia,2093606,2021-06-10,155487,7.42675556
Latvia,1850654,2021-06-30,137429,7.425969414
Netherlands,17564020,2021-04-03,1304297,7.425959433
North Macedonia,2093606,2021-06-09,155469,7.425895799
Saint Lucia,179872,2021-12-28,13357,7.42583615
Italy,59037472,2021-08-06,4383787,7.425431428
Brazil,215313504,2021-05-21,15987393,7.425169673
Bosnia and Herzegovina,3233530,2021-10-08,240094,7.425135997
Bosnia and Herzegovina,3233530,2021-10-09,240094,7.425135997
Bosnia and Herzegovina,3233530,2021-10-10,240094,7.425135997
Botswana,2630300,2021-12-03,195302,7.425084591
Botswana,2630300,2021-12-04,195302,7.425084591
Botswana,2630300,2021-12-05,195302,7.425084591
Botswana,2630300,2021-12-02,195302,7.425084591
North Macedonia,2093606,2021-06-08,155441,7.424558394
North Macedonia,2093606,2021-06-07,155418,7.42345981
North Macedonia,2093606,2021-06-06,155417,7.423412046
Cuba,11212198,2021-09-23,832286,7.423040514
North Macedonia,2093606,2021-06-05,155407,7.422934401
Kosovo,1782115,2021-08-24,132277,7.422472736
Austria,8939617,2021-08-15,663488,7.421883958
Isle of Man,84534,2021-08-21,6274,7.421865758
North Macedonia,2093606,2021-06-04,155379,7.421596996
North Macedonia,2093606,2021-06-03,155364,7.420880529
United Arab Emirates,9441138,2021-08-14,700587,7.420577901
