Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Jordan,11285875,2021-01-24,320453,2.839416527
Ecuador,18001002,2021-10-04,511067,2.839103068
Suriname,618046,2021-06-10,17546,2.838947263
World,7975105024,2021-09-14,226371826,2.838480814
Ecuador,18001002,2021-10-03,510954,2.838475325
Mexico,127504120,2021-09-24,3619115,2.838429848
Mexico,127504120,2021-09-25,3619115,2.838429848
Ecuador,18001002,2021-10-02,510925,2.838314223
Oman,4576300,2021-01-06,129888,2.838275463
South Africa,59893884,2021-06-07,1699849,2.838101132
Palestine,5250076,2021-01-12,148968,2.837444639
Russia,144713312,2021-02-20,4105424,2.836935969
Ecuador,18001002,2021-10-01,510619,2.836614317
Libya,6812344,2021-06-29,193238,2.836586056
Tunisia,12356116,2021-06-03,350487,2.836546695
Saint Lucia,179872,2021-06-03,5102,2.836461484
Canada,38454328,2021-04-13,1090614,2.836128095
Finland,5540745,2021-10-27,157134,2.835972419
Oman,4576300,2021-01-05,129774,2.835784367
Guyana,808727,2021-08-07,22932,2.835567503
Saint Kitts and Nevis,47681,2021-09-09,1352,2.835511
Saint Kitts and Nevis,47681,2021-09-10,1352,2.835511
Upper middle income,2525921300,2021-09-28,71619428,2.835378442
Dominican Republic,11228821,2021-06-22,318368,2.835275404
Bahamas,409989,2021-05-27,11622,2.8347102
Ecuador,18001002,2021-09-30,510177,2.834158898
Turkey,85341248,2021-01-22,2418472,2.833884032
Barbados,281646,2021-09-28,7981,2.833699041
Guatemala,17843914,2021-09-10,505640,2.833683238
South Africa,59893884,2021-06-06,1696564,2.832616432
Thailand,71697024,2021-11-16,2030700,2.832335133
Ukraine,39701744,2021-01-06,1124482,2.83232394
Oman,4576300,2021-01-04,129584,2.831632542
World,7975105024,2021-09-13,225822094,2.831587714
Germany,83369840,2021-02-18,2360606,2.831486782
Maldives,523798,2021-01-22,14830,2.831244106
Jordan,11285875,2021-01-23,319519,2.831140696
Bolivia,12224114,2021-05-22,346070,2.831043624
Ecuador,18001002,2021-09-29,509613,2.83102574
Trinidad and Tobago,1531043,2021-08-24,43344,2.831011278
Iraq,44496124,2021-06-14,1259683,2.830994897
United Arab Emirates,9441138,2021-01-21,267258,2.830781628
Brunei,449002,2021-10-27,12710,2.830722358
Mexico,127504120,2021-09-23,3608976,2.830477948
Cape Verde,593162,2021-03-25,16787,2.83008689
Libya,6812344,2021-06-28,192786,2.829951042
Upper middle income,2525921300,2021-09-27,71473619,2.829605934
Belarus,9534956,2021-02-15,269787,2.829451966
Ecuador,18001002,2021-09-28,509238,2.828942522
Dominican Republic,11228821,2021-06-21,317645,2.828836616
Greece,10384972,2021-04-10,293763,2.828731748
Bahamas,409989,2021-05-25,11597,2.828612475
Bahamas,409989,2021-05-26,11597,2.828612475
Russia,144713312,2021-02-19,4092649,2.82810817
Oman,4576300,2021-01-03,129404,2.827699233
Malta,533293,2021-01-14,15079,2.827526332
Turkey,85341248,2021-01-21,2412505,2.826892103
Belize,405285,2021-01-14,11456,2.826652849
Ecuador,18001002,2021-09-27,508725,2.826092681
Jordan,11285875,2021-01-22,318911,2.825753431
Ecuador,18001002,2021-09-26,508655,2.825703814
Libya,6812344,2021-06-27,192470,2.825312403
Norway,5434324,2021-08-26,153534,2.825264007
Ecuador,18001002,2021-09-25,508503,2.824859416
Upper middle income,2525921300,2021-09-26,71347687,2.824620347
World,7975105024,2021-09-12,225262745,2.824574025
Guyana,808727,2021-08-06,22843,2.824562553
South Africa,59893884,2021-06-05,1691491,2.824146452
Thailand,71697024,2021-11-15,2024753,2.824040507
Tunisia,12356116,2021-06-02,348911,2.823791878
Finland,5540745,2021-10-26,156454,2.823699701
Honduras,10432858,2021-07-29,294561,2.823397002
Kazakhstan,19397998,2021-07-18,547510,2.822507766
Kazakhstan,19397998,2021-07-19,547510,2.822507766
Ecuador,18001002,2021-09-24,508072,2.822465105
Palestine,5250076,2021-01-11,148171,2.822263906
Iran,88550568,2021-04-30,2499077,2.822203241
Kazakhstan,19397998,2021-07-17,547386,2.821868525
Cuba,11212198,2021-07-23,316383,2.821774999
Ecuador,18001002,2021-09-23,507858,2.821276282
Mexico,127504120,2021-09-22,3597168,2.821217071
Dominican Republic,11228821,2021-06-20,316787,2.821195565
Denmark,5882259,2021-01-01,165930,2.820855049
Libya,6812344,2021-06-25,192129,2.820306784
Libya,6812344,2021-06-26,192129,2.820306784
Wallis and Futuna,11596,2021-03-23,327,2.81993791
World,7975105024,2021-09-11,224884085,2.819826
Saint Lucia,179872,2021-06-01,5072,2.819782957
Saint Lucia,179872,2021-06-02,5072,2.819782957
Ecuador,18001002,2021-09-22,507588,2.819776366
Iraq,44496124,2021-06-13,1254643,2.819668068
Mongolia,3398373,2021-06-21,95819,2.819555122
Upper middle income,2525921300,2021-09-25,71219702,2.819553483
Turkey,85341248,2021-01-20,2406216,2.819522864
Iceland,372903,2021-08-27,10514,2.819499977
Jordan,11285875,2021-01-21,318181,2.819285168
Germany,83369840,2021-02-17,2350399,2.819243746
Russia,144713312,2021-02-18,4079407,2.818957664
Ecuador,18001002,2021-09-21,507431,2.818904192
Maldives,523798,2021-01-21,14765,2.818834742
Azerbaijan,10358078,2021-04-14,291894,2.818032457
Trinidad and Tobago,1531043,2021-08-23,43145,2.818013602
Belarus,9534956,2021-02-14,268687,2.817915468
Jamaica,2827382,2021-09-19,79673,2.817907166
Guyana,808727,2021-08-05,22789,2.817885393
Belize,405285,2021-01-13,11419,2.817523471
Fiji,929769,2021-07-28,26196,2.817474018
Saint Lucia,179872,2021-05-31,5067,2.817003202
Ecuador,18001002,2021-09-20,507020,2.816620986
Ecuador,18001002,2021-09-19,507003,2.816526547
Ecuador,18001002,2021-09-18,506974,2.816365445
Estonia,1326064,2021-01-18,37344,2.81615367
Oman,4576300,2021-01-01,128867,2.815964862
Oman,4576300,2021-01-02,128867,2.815964862
Thailand,71697024,2021-11-14,2018410,2.815193557
South Africa,59893884,2021-06-04,1686041,2.815047026
Canada,38454328,2021-04-12,1082418,2.814814499
Turks and Caicos Islands,45726,2021-01-24,1287,2.814591261
Turks and Caicos Islands,45726,2021-01-25,1287,2.814591261
Upper middle income,2525921300,2021-09-24,71092390,2.814513263
Curacao,191173,2021-03-17,5380,2.814204935
Ukraine,39701744,2021-01-05,1117256,2.814123228
Ecuador,18001002,2021-09-17,506539,2.813948912
World,7975105024,2021-09-10,224404519,2.813812712
Libya,6812344,2021-06-24,191660,2.813422223
Singapore,5637022,2021-10-20,158587,2.81331171
Dominican Republic,11228821,2021-06-19,315815,2.812539268
Botswana,2630300,2021-07-05,73977,2.812492872
Botswana,2630300,2021-07-06,73977,2.812492872
Botswana,2630300,2021-07-07,73977,2.812492872
Jordan,11285875,2021-01-20,317405,2.812409317
Albania,2842318,2021-02-02,79934,2.812282088
Mexico,127504120,2021-09-21,3585565,2.812116973
Turkey,85341248,2021-01-19,2399781,2.811982548
Latvia,1850654,2021-01-13,52032,2.811546621
Ecuador,18001002,2021-09-16,506085,2.811426831
Iraq,44496124,2021-06-12,1250691,2.810786396
Libya,6812344,2021-06-23,191476,2.810721244
Trinidad and Tobago,1531043,2021-08-22,43033,2.810698328
Germany,83369840,2021-02-16,2342843,2.810180516
Ecuador,18001002,2021-09-15,505860,2.8101769
Russia,144713312,2021-02-17,4066164,2.809806468
Paraguay,6780745,2021-03-19,190499,2.80941106
Finland,5540745,2021-10-25,155661,2.809387546
Saint Lucia,179872,2021-05-30,5053,2.80921989
Ecuador,18001002,2021-09-14,505628,2.808888083
Cape Verde,593162,2021-03-24,16661,2.808844801
Maldives,523798,2021-01-20,14712,2.808716337
Upper middle income,2525921300,2021-09-23,70938301,2.808412954
Tunisia,12356116,2021-06-01,346986,2.808212548
Honduras,10432858,2021-07-28,292969,2.808137521
New Caledonia,289959,2021-10-04,8142,2.807983198
Palestine,5250076,2021-01-10,147400,2.807578405
Libya,6812344,2021-06-22,191253,2.807447774
Ecuador,18001002,2021-09-13,505295,2.807038186
Ecuador,18001002,2021-09-12,505278,2.806943747
Ecuador,18001002,2021-09-11,505262,2.806854863
Guatemala,17843914,2021-09-09,500840,2.80678331
Bolivia,12224114,2021-05-21,343065,2.806461065
Trinidad and Tobago,1531043,2021-08-21,42962,2.806060966
Ecuador,18001002,2021-09-10,505075,2.805816032
South Africa,59893884,2021-06-03,1680373,2.805583622
Germany,83369840,2021-02-15,2338987,2.805555342
World,7975105024,2021-09-09,223745707,2.805551856
Thailand,71697024,2021-11-13,2011331,2.805320065
Brunei,449002,2021-10-26,12595,2.80511
Ecuador,18001002,2021-09-09,504927,2.804993855
Malta,533293,2021-01-13,14958,2.804837116
Malaysia,33938216,2021-07-21,951884,2.804755559
Bahamas,409989,2021-05-24,11499,2.804709395
Belize,405285,2021-01-12,11366,2.804446254
Libya,6812344,2021-06-21,191038,2.804291739
Ecuador,18001002,2021-09-08,504781,2.804182789
Turkey,85341248,2021-01-18,2392963,2.803993445
Jordan,11285875,2021-01-19,316427,2.803743618
Finland,5540745,2021-10-24,155272,2.80236683
Mexico,127504120,2021-09-20,3573044,2.802296898
Iraq,44496124,2021-06-11,1246860,2.802176657
Upper middle income,2525921300,2021-09-22,70773344,2.801882386
Greece,10384972,2021-04-09,290964,2.80177934
Ireland,5023108,2021-01-09,140727,2.801592162
Ecuador,18001002,2021-09-07,504257,2.80127184
Suriname,618046,2021-06-09,17313,2.801247804
Russia,144713312,2021-02-16,4053535,2.801079558
Cyprus,896007,2021-01-05,25096,2.800870975
Belarus,9534956,2021-02-13,267029,2.800526819
Iceland,372903,2021-08-26,10443,2.800460173
Iran,88550568,2021-04-29,2479805,2.800439405
Greenland,56494,2021-12-03,1582,2.800297377
Greenland,56494,2021-12-04,1582,2.800297377
Greenland,56494,2021-12-05,1582,2.800297377
Germany,83369840,2021-02-14,2334561,2.800246468
Seychelles,107135,2021-03-11,3000,2.800205348
Libya,6812344,2021-06-20,190748,2.80003476
Ukraine,39701744,2021-01-04,1111631,2.799955085
Guyana,808727,2021-08-04,22643,2.799832329
Guyana,808727,2021-08-03,22643,2.799832329
Mexico,127504120,2021-09-19,3569677,2.799656199
Antigua and Barbuda,93772,2021-09-22,2625,2.799343087
Norway,5434324,2021-08-25,152119,2.79922581
Saint Lucia,179872,2021-05-28,5035,2.799212774
Saint Lucia,179872,2021-05-29,5035,2.799212774
Ecuador,18001002,2021-09-06,503883,2.799194178
Ecuador,18001002,2021-09-05,503832,2.798910861
Jamaica,2827382,2021-09-18,79127,2.798596016
Ecuador,18001002,2021-09-04,503767,2.79854977
Trinidad and Tobago,1531043,2021-08-20,42839,2.798027227
World,7975105024,2021-09-08,223105641,2.797526056
Ecuador,18001002,2021-09-03,503514,2.797144292
Turkey,85341248,2021-01-17,2387101,2.797124551
Dominican Republic,11228821,2021-06-18,314031,2.796651581
South Africa,59893884,2021-06-02,1675013,2.796634461
Estonia,1326064,2021-01-17,37079,2.796169717
Belize,405285,2021-01-11,11332,2.796057096
Tunisia,12356116,2021-05-31,345474,2.795975693
Jordan,11285875,2021-01-18,315544,2.795919678
Azerbaijan,10358078,2021-04-13,289601,2.795895146
Honduras,10432858,2021-07-27,291687,2.795849421
Finland,5540745,2021-10-23,154898,2.795616835
Namibia,2567024,2021-06-18,71761,2.795493926
Namibia,2567024,2021-06-19,71761,2.795493926
Thailand,71697024,2021-11-12,2004274,2.795477257
Libya,6812344,2021-06-19,190426,2.795308047
Libya,6812344,2021-06-18,190426,2.795308047
Upper middle income,2525921300,2021-09-21,70601866,2.795093656
Ecuador,18001002,2021-09-02,503101,2.794849976
Palestine,5250076,2021-01-09,146701,2.794264312
Maldives,523798,2021-01-19,14633,2.793634187
United Arab Emirates,9441138,2021-01-20,263729,2.79340266
Eswatini,1201680,2021-08-11,33565,2.793172891
Germany,83369840,2021-02-13,2328447,2.792912881
Kazakhstan,19397998,2021-07-16,541747,2.792798515
Iraq,44496124,2021-06-10,1242540,2.792467946
Russia,144713312,2021-02-15,4040505,2.792075549
Libya,6812344,2021-06-17,190146,2.791197861
Cape Verde,593162,2021-03-23,16555,2.790974472
Seychelles,107135,2021-03-09,2989,2.789937929
Seychelles,107135,2021-03-10,2989,2.789937929
Monaco,36491,2021-01-07,1018,2.789728974
Tunisia,12356116,2021-05-30,344688,2.789614471
Turkey,85341248,2021-01-16,2380665,2.789583063
Ecuador,18001002,2021-09-01,502146,2.789544715
World,7975105024,2021-09-07,222467838,2.789528631
Guatemala,17843914,2021-09-08,497690,2.789130232
Upper middle income,2525921300,2021-09-20,70446360,2.788937248
Belize,405285,2021-01-10,11303,2.788901637
Ukraine,39701744,2021-01-03,1107137,2.788635683
Canada,38454328,2021-04-11,1072047,2.787844843
Libya,6812344,2021-06-16,189888,2.787410618
Ecuador,18001002,2021-08-31,501743,2.787305951
South Africa,59893884,2021-06-01,1669231,2.786980721
Jordan,11285875,2021-01-17,314514,2.786793226
Mexico,127504120,2021-09-17,3552983,2.786563289
Mexico,127504120,2021-09-18,3552983,2.786563289
Dominican Republic,11228821,2021-06-17,312815,2.785822305
Kyrgyzstan,6630621,2021-12-31,184689,2.785395214
Thailand,71697024,2021-11-11,1996969,2.78528855
Finland,5540745,2021-10-22,154318,2.785148929
Guyana,808727,2021-08-01,22523,2.784994195
Guyana,808727,2021-08-02,22523,2.784994195
Guyana,808727,2021-07-31,22523,2.784994195
Cape Verde,593162,2021-03-22,16517,2.784568128
Kyrgyzstan,6630621,2021-12-30,184633,2.784550648
Ecuador,18001002,2021-08-30,501201,2.784295008
Honduras,10432858,2021-07-26,290447,2.783963896
Ecuador,18001002,2021-08-29,501140,2.783956138
Kyrgyzstan,6630621,2021-12-29,184592,2.783932304
Maldives,523798,2021-01-18,14582,2.783897609
Uruguay,3422796,2021-03-27,95278,2.783630693
Mexico,127504120,2021-09-16,3549229,2.783619071
Ecuador,18001002,2021-08-28,501049,2.78345061
Kyrgyzstan,6630621,2021-12-28,184552,2.783329043
Upper middle income,2525921300,2021-09-19,70303818,2.78329408
Bolivia,12224114,2021-05-20,340207,2.783081048
Germany,83369840,2021-02-12,2320093,2.78289247
Kyrgyzstan,6630621,2021-12-27,184506,2.782635292
Kyrgyzstan,6630621,2021-12-26,184506,2.782635292
Libya,6812344,2021-06-15,189555,2.782522433
Russia,144713312,2021-02-14,4026506,2.78240194
Palestine,5250076,2021-01-08,146074,2.782321627
Belarus,9534956,2021-02-12,265284,2.782225739
Iraq,44496124,2021-06-09,1237856,2.781941187
Grenada,125459,2021-09-18,3490,2.781785284
Grenada,125459,2021-09-17,3490,2.781785284
Kyrgyzstan,6630621,2021-12-25,184439,2.781624828
Kyrgyzstan,6630621,2021-12-24,184439,2.781624828
World,7975105024,2021-09-06,221811438,2.781298018
Trinidad and Tobago,1531043,2021-08-19,42582,2.781241285
South Africa,59893884,2021-05-31,1665617,2.780946716
Saint Lucia,179872,2021-05-27,5002,2.780866394
Turkey,85341248,2021-01-15,2373115,2.780736227
Seychelles,107135,2021-03-08,2979,2.780603911
Kyrgyzstan,6630621,2021-12-23,184356,2.78037306
Kyrgyzstan,6630621,2021-12-22,184356,2.78037306
Cape Verde,593162,2021-03-21,16491,2.78018484
Ecuador,18001002,2021-08-27,500444,2.780089686
Paraguay,6780745,2021-03-18,188493,2.77982729
Belize,405285,2021-01-09,11266,2.779772259
Jamaica,2827382,2021-09-17,78590,2.779603181
Bahamas,409989,2021-05-21,11396,2.779586769
Bahamas,409989,2021-05-22,11396,2.779586769
Bahamas,409989,2021-05-23,11396,2.779586769
Bahamas,409989,2021-05-20,11396,2.779586769
Albania,2842318,2021-02-01,78992,2.779140124
Kyrgyzstan,6630621,2021-12-21,184269,2.779060966
Tunisia,12356116,2021-05-29,343374,2.778980061
Libya,6812344,2021-06-14,189284,2.77854436
Jordan,11285875,2021-01-16,313557,2.7783136
Kyrgyzstan,6630621,2021-12-20,184218,2.778291807
Mexico,127504120,2021-09-15,3542189,2.77809768
Ecuador,18001002,2021-08-26,500084,2.778089797
Iran,88550568,2021-04-28,2459906,2.7779675
Kyrgyzstan,6630621,2021-12-19,184195,2.777944932
Upper middle income,2525921300,2021-09-18,70166867,2.777872256
Kyrgyzstan,6630621,2021-12-18,184163,2.777462322
Dominican Republic,11228821,2021-06-16,311833,2.777076952
Guyana,808727,2021-07-30,22458,2.776956872
Kyrgyzstan,6630621,2021-12-17,184123,2.77685906
Kyrgyzstan,6630621,2021-12-16,184094,2.776421696
Ukraine,39701744,2021-01-02,1102256,2.776341513
Antigua and Barbuda,93772,2021-09-18,2603,2.775881926
Antigua and Barbuda,93772,2021-09-19,2603,2.775881926
Antigua and Barbuda,93772,2021-09-20,2603,2.775881926
Antigua and Barbuda,93772,2021-09-21,2603,2.775881926
Antigua and Barbuda,93772,2021-09-17,2603,2.775881926
Kyrgyzstan,6630621,2021-12-15,184055,2.775833515
World,7975105024,2021-09-05,221355044,2.775575285
Ecuador,18001002,2021-08-25,499631,2.775573271
Greece,10384972,2021-04-08,288230,2.775452837
Norway,5434324,2021-08-24,150825,2.775414201
Kyrgyzstan,6630621,2021-12-14,184027,2.775411232
Libya,6812344,2021-06-13,189059,2.775241532
Kyrgyzstan,6630621,2021-12-13,183991,2.774868297
Thailand,71697024,2021-11-10,1989473,2.774833444
Kyrgyzstan,6630621,2021-12-12,183965,2.774476177
Kyrgyzstan,6630621,2021-12-11,183931,2.773963404
Finland,5540745,2021-10-21,153695,2.773904953
Ecuador,18001002,2021-08-24,499196,2.773156739
Iceland,372903,2021-08-25,10341,2.773107216
Kyrgyzstan,6630621,2021-12-10,183863,2.772937859
Russia,144713312,2021-02-13,4012538,2.772749752
Azerbaijan,10358078,2021-04-12,287144,2.772174529
Kyrgyzstan,6630621,2021-12-09,183810,2.772138537
Jordan,11285875,2021-01-15,312851,2.772057993
Cape Verde,593162,2021-03-20,16440,2.771586851
Iraq,44496124,2021-06-08,1233240,2.771567249
Kyrgyzstan,6630621,2021-12-08,183744,2.771143155
Trinidad and Tobago,1531043,2021-08-18,42427,2.771117467
Germany,83369840,2021-02-11,2310233,2.771065652
Turkey,85341248,2021-01-14,2364801,2.770994162
Libya,6812344,2021-06-12,188762,2.770881799
Libya,6812344,2021-06-11,188762,2.770881799
Maldives,523798,2021-01-17,14513,2.770724592
Kyrgyzstan,6630621,2021-12-07,183712,2.770660546
Ecuador,18001002,2021-08-23,498728,2.770556883
Ecuador,18001002,2021-08-22,498678,2.770279121
South Africa,59893884,2021-05-29,1659070,2.770015716
South Africa,59893884,2021-05-30,1659070,2.770015716
Ecuador,18001002,2021-08-21,498614,2.769923585
World,7975105024,2021-09-04,220897727,2.769840978
Kyrgyzstan,6630621,2021-12-06,183649,2.769710409
Malaysia,33938216,2021-07-20,939899,2.769441387
Malta,533293,2021-01-12,14769,2.769396936
Kyrgyzstan,6630621,2021-12-05,183615,2.769197636
Canada,38454328,2021-04-10,1064862,2.76916034
Saint Lucia,179872,2021-05-26,4980,2.768635474
Kyrgyzstan,6630621,2021-12-04,183573,2.768564211
Upper middle income,2525921300,2021-09-17,69921713,2.768166728
Mexico,127504120,2021-09-14,3528972,2.767731741
Kyrgyzstan,6630621,2021-12-03,183510,2.767614074
Tunisia,12356116,2021-05-28,341952,2.767471591
Estonia,1326064,2021-01-16,36691,2.766910194
Kyrgyzstan,6630621,2021-12-02,183460,2.766859997
Palestine,5250076,2021-01-07,145252,2.766664711
Guyana,808727,2021-07-29,22372,2.766322875
Kyrgyzstan,6630621,2021-12-01,183404,2.766015431
Ecuador,18001002,2021-08-20,497895,2.765929363
Libya,6812344,2021-06-10,188386,2.765362407
Kyrgyzstan,6630621,2021-11-30,183351,2.765216109
Thailand,71697024,2021-11-09,1982495,2.765100822
Jordan,11285875,2021-01-14,312043,2.764898601
Finland,5540745,2021-10-20,153179,2.764592126
Dominican Republic,11228821,2021-06-15,310391,2.764234998
Kyrgyzstan,6630621,2021-11-29,183285,2.764220727
Belarus,9534956,2021-02-11,263551,2.764050511
Belize,405285,2021-01-08,11202,2.763980902
Kyrgyzstan,6630621,2021-11-28,183248,2.76366271
Kazakhstan,19397998,2021-07-15,536089,2.763630556
World,7975105024,2021-09-03,220390310,2.763478466
Kyrgyzstan,6630621,2021-11-27,183207,2.763044366
Ukraine,39701744,2021-01-01,1096855,2.762737576
Russia,144713312,2021-02-12,3997898,2.762633199
South Africa,59893884,2021-05-28,1654551,2.762470706
Iraq,44496124,2021-06-07,1229121,2.762310263
Kyrgyzstan,6630621,2021-11-26,183140,2.762033903
Libya,6812344,2021-06-09,188157,2.762000862
Saint Lucia,179872,2021-05-25,4968,2.761964063
Ecuador,18001002,2021-08-19,497080,2.761401838
Bermuda,64207,2021-04-10,1773,2.761381158
Bermuda,64207,2021-04-11,1773,2.761381158
Bahamas,409989,2021-05-19,11321,2.761293596
Upper middle income,2525921300,2021-09-16,69747175,2.761256853
Azerbaijan,10358078,2021-04-11,285993,2.761062429
Kyrgyzstan,6630621,2021-11-25,183066,2.760917869
Turkey,85341248,2021-01-13,2355839,2.760492792
Cape Verde,593162,2021-03-19,16374,2.760460043
Bolivia,12224114,2021-05-19,337441,2.760453641
Guatemala,17843914,2021-09-07,492570,2.760436976
Kyrgyzstan,6630621,2021-11-24,182996,2.759862161
Kyrgyzstan,6630621,2021-11-23,182953,2.759213654
Ecuador,18001002,2021-08-18,496642,2.75896864
Germany,83369840,2021-02-10,2299996,2.758786631
Libya,6812344,2021-06-08,187928,2.758639317
Trinidad and Tobago,1531043,2021-08-17,42233,2.758446366
Jamaica,2827382,2021-09-16,77989,2.758346767
Kyrgyzstan,6630621,2021-11-22,182884,2.758173028
Brunei,449002,2021-10-25,12384,2.75811689
Mexico,127504120,2021-09-13,3516043,2.757591676
Kyrgyzstan,6630621,2021-11-21,182833,2.757403869
Suriname,618046,2021-06-08,17041,2.757238134
Barbados,281646,2021-09-27,7764,2.756651967
Kyrgyzstan,6630621,2021-11-20,182780,2.756604547
United Arab Emirates,9441138,2021-01-19,260223,2.756267306
Dominican Republic,11228821,2021-06-14,309477,2.75609523
Kyrgyzstan,6630621,2021-11-19,182727,2.755805225
Thailand,71697024,2021-11-08,1975591,2.755471413
Jordan,11285875,2021-01-13,310968,2.75537342
Norway,5434324,2021-08-23,149732,2.755301303
Libya,6812344,2021-06-07,187685,2.755072263
Mauritius,1299478,2021-11-10,35800,2.754952373
Kyrgyzstan,6630621,2021-11-18,182667,2.754900333
South Africa,59893884,2021-05-27,1649977,2.754833866
Finland,5540745,2021-10-19,152629,2.754665663
New Caledonia,289959,2021-10-03,7987,2.754527364
World,7975105024,2021-09-02,219666658,2.754404579
Mexico,127504120,2021-09-12,3511882,2.754328252
Maldives,523798,2021-01-16,14426,2.754115136
Ecuador,18001002,2021-08-17,495745,2.753985584
Kyrgyzstan,6630621,2021-11-17,182605,2.753965277
Upper middle income,2525921300,2021-09-15,69559905,2.753842925
Tunisia,12356116,2021-05-27,340250,2.753697036
Seychelles,107135,2021-03-07,2950,2.753535259
Iran,88550568,2021-04-27,2438193,2.753447047
Iraq,44496124,2021-06-06,1224992,2.753030803
Mongolia,3398373,2021-06-20,93551,2.752817304
Kyrgyzstan,6630621,2021-11-16,182528,2.752803998
Russia,144713312,2021-02-11,3983031,2.752359783
Cuba,11212198,2021-07-22,308599,2.75235061
Belize,405285,2021-01-07,11152,2.751643905
Kyrgyzstan,6630621,2021-11-15,182425,2.751250599
Bahamas,409989,2021-05-18,11278,2.750805509
Ecuador,18001002,2021-08-16,495115,2.750485779
Mexico,127504120,2021-09-11,3506743,2.750297794
Kyrgyzstan,6630621,2021-11-14,182341,2.74998375
Ecuador,18001002,2021-08-15,495015,2.749930254
Iceland,372903,2021-08-24,10254,2.749776752
Turkey,85341248,2021-01-12,2346285,2.749297737
Guyana,808727,2021-07-27,22234,2.749259021
Guyana,808727,2021-07-28,22234,2.749259021
Saint Lucia,179872,2021-05-23,4945,2.749177193
Saint Lucia,179872,2021-05-24,4945,2.749177193
Libya,6812344,2021-06-06,187281,2.749141852
Germany,83369840,2021-02-09,2291924,2.749104472
Kyrgyzstan,6630621,2021-11-13,182267,2.748867715
Ecuador,18001002,2021-08-14,494819,2.748841426
Dominican Republic,11228821,2021-06-13,308650,2.748730254
Albania,2842318,2021-01-31,78127,2.748707217
Canada,38454328,2021-04-09,1056897,2.748447457
Kyrgyzstan,6630621,2021-11-12,182197,2.747812007
Palestine,5250076,2021-01-06,144257,2.747712605
Cape Verde,593162,2021-03-18,16298,2.747647354
South Africa,59893884,2021-05-26,1645555,2.747450808
Saint Kitts and Nevis,47681,2021-09-08,1310,2.747425599
Honduras,10432858,2021-07-23,286635,2.74742549
Honduras,10432858,2021-07-24,286635,2.74742549
Honduras,10432858,2021-07-25,286635,2.74742549
Upper middle income,2525921300,2021-09-14,69395416,2.747330885
Belarus,9534956,2021-02-10,261859,2.746305279
Ecuador,18001002,2021-08-13,494348,2.746224905
Kyrgyzstan,6630621,2021-11-11,182090,2.746198282
Dominica,72758,2021-09-07,1998,2.746089777
Dominica,72758,2021-09-06,1998,2.746089777
World,7975105024,2021-09-01,218990047,2.745920541
Iraq,44496124,2021-06-05,1221678,2.745582964
Jordan,11285875,2021-01-12,309846,2.74543179
Germany,83369840,2021-02-08,2288545,2.745051448
Thailand,71697024,2021-11-07,1967999,2.74488241
Singapore,5637022,2021-10-19,154725,2.744800357
Kyrgyzstan,6630621,2021-11-10,181982,2.744569475
Greece,10384972,2021-04-07,285015,2.744494641
Maldives,523798,2021-01-15,14375,2.744378558
Libya,6812344,2021-06-05,186953,2.744327063
Libya,6812344,2021-06-04,186953,2.744327063
Kyrgyzstan,6630621,2021-11-09,181936,2.743875724
Latvia,1850654,2021-01-12,50777,2.743732756
Saint Lucia,179872,2021-05-21,4935,2.743617684
Saint Lucia,179872,2021-05-22,4935,2.743617684
Kyrgyzstan,6630621,2021-11-08,181882,2.743061321
Ecuador,18001002,2021-08-12,493767,2.742997306
Finland,5540745,2021-10-18,151968,2.74273586
Guyana,808727,2021-07-26,22181,2.742705511
Tunisia,12356116,2021-05-26,338853,2.742390894
Kyrgyzstan,6630621,2021-11-07,181830,2.742277081
Russia,144713312,2021-02-10,3968228,2.742130593
Dominican Republic,11228821,2021-06-12,307847,2.741579014
Paraguay,6780745,2021-03-17,185888,2.741409683
Kyrgyzstan,6630621,2021-11-06,181764,2.741281699
Jamaica,2827382,2021-09-15,77497,2.740945511
Upper middle income,2525921300,2021-09-13,69230321,2.740794854
Belize,405285,2021-01-06,11108,2.740787347
Trinidad and Tobago,1531043,2021-08-16,41955,2.74028881
Curacao,191173,2021-03-16,5238,2.739926663
Kyrgyzstan,6630621,2021-11-05,181668,2.739833871
Germany,83369840,2021-02-07,2284010,2.739611831
Ecuador,18001002,2021-08-11,493148,2.739558609
Cape Verde,593162,2021-03-17,16250,2.73955513
Saint Vincent and the Grenadines,103959,2021-09-21,2848,2.73954155
Bolivia,12224114,2021-05-17,334824,2.739045137
Bolivia,12224114,2021-05-18,334824,2.739045137
Guyana,808727,2021-07-25,22150,2.738872327
Libya,6812344,2021-06-03,186567,2.738660878
Kyrgyzstan,6630621,2021-11-04,181590,2.73865751
Iraq,44496124,2021-06-04,1218524,2.738494706
Bahamas,409989,2021-05-17,11225,2.737878333
Guatemala,17843914,2021-09-06,488538,2.737841036
Turkey,85341248,2021-01-11,2336476,2.737803881
Azerbaijan,10358078,2021-04-10,283579,2.737756947
Kyrgyzstan,6630621,2021-11-03,181499,2.73728509
Kyrgyzstan,6630621,2021-11-02,181499,2.73728509
Finland,5540745,2021-10-17,151649,2.736978511
Saint Lucia,179872,2021-05-20,4923,2.736946273
World,7975105024,2021-08-31,218270789,2.73690175
New Caledonia,289959,2021-10-02,7932,2.735559165
