Location,date,population,total_cases,total_deaths
Faeroe Islands,25-03-2021,53117,661,1
Faeroe Islands,26-03-2021,53117,661,1
Faeroe Islands,27-03-2021,53117,661,1
Faeroe Islands,28-03-2021,53117,661,1
Faeroe Islands,29-03-2021,53117,661,1
Faeroe Islands,30-03-2021,53117,661,1
Faeroe Islands,31-03-2021,53117,661,1
Faeroe Islands,01-04-2021,53117,661,1
Faeroe Islands,02-04-2021,53117,661,1
Faeroe Islands,03-04-2021,53117,661,1
Faeroe Islands,04-04-2021,53117,661,1
Faeroe Islands,05-04-2021,53117,661,1
Faeroe Islands,06-04-2021,53117,661,1
Faeroe Islands,07-04-2021,53117,661,1
Faeroe Islands,08-04-2021,53117,661,1
Faeroe Islands,09-04-2021,53117,661,1
Faeroe Islands,10-04-2021,53117,661,1
Faeroe Islands,11-04-2021,53117,661,1
Faeroe Islands,12-04-2021,53117,661,1
Faeroe Islands,13-04-2021,53117,661,1
Faeroe Islands,14-04-2021,53117,662,1
Faeroe Islands,15-04-2021,53117,662,1
Faeroe Islands,16-04-2021,53117,662,1
Faeroe Islands,17-04-2021,53117,662,1
Faeroe Islands,18-04-2021,53117,662,1
Faeroe Islands,19-04-2021,53117,662,1
Faeroe Islands,20-04-2021,53117,663,1
Faeroe Islands,21-04-2021,53117,663,1
Faeroe Islands,22-04-2021,53117,663,1
Faeroe Islands,23-04-2021,53117,663,1
Faeroe Islands,24-04-2021,53117,663,1
Faeroe Islands,25-04-2021,53117,663,1
Faeroe Islands,26-04-2021,53117,663,1
Faeroe Islands,27-04-2021,53117,663,1
Faeroe Islands,28-04-2021,53117,663,1
Faeroe Islands,29-04-2021,53117,663,1
Faeroe Islands,30-04-2021,53117,664,1
Faeroe Islands,01-05-2021,53117,664,1
Faeroe Islands,02-05-2021,53117,664,1
Faeroe Islands,03-05-2021,53117,664,1
Faeroe Islands,04-05-2021,53117,665,1
Faeroe Islands,05-05-2021,53117,668,1
Faeroe Islands,06-05-2021,53117,668,1
Faeroe Islands,07-05-2021,53117,668,1
Faeroe Islands,08-05-2021,53117,668,1
Faeroe Islands,09-05-2021,53117,668,1
Faeroe Islands,10-05-2021,53117,668,1
Faeroe Islands,11-05-2021,53117,669,1
Faeroe Islands,12-05-2021,53117,669,1
Faeroe Islands,13-05-2021,53117,669,1
Faeroe Islands,14-05-2021,53117,669,1
Faeroe Islands,15-05-2021,53117,670,1
Faeroe Islands,16-05-2021,53117,670,1
Faeroe Islands,17-05-2021,53117,670,1
Faeroe Islands,18-05-2021,53117,670,1
Faeroe Islands,19-05-2021,53117,670,1
Faeroe Islands,20-05-2021,53117,670,1
Faeroe Islands,21-05-2021,53117,671,1
Faeroe Islands,22-05-2021,53117,673,1
Faeroe Islands,23-05-2021,53117,676,1
Faeroe Islands,24-05-2021,53117,692,1
Faeroe Islands,25-05-2021,53117,694,1
Faeroe Islands,26-05-2021,53117,697,1
Faeroe Islands,27-05-2021,53117,701,1
Faeroe Islands,28-05-2021,53117,707,1
Faeroe Islands,29-05-2021,53117,712,1
Faeroe Islands,30-05-2021,53117,718,1
Faeroe Islands,31-05-2021,53117,718,1
Faeroe Islands,01-06-2021,53117,721,1
Faeroe Islands,02-06-2021,53117,723,1
Faeroe Islands,03-06-2021,53117,731,1
Faeroe Islands,04-06-2021,53117,739,1
Faeroe Islands,05-06-2021,53117,741,1
Faeroe Islands,06-06-2021,53117,743,1
Faeroe Islands,07-06-2021,53117,744,1
Faeroe Islands,08-06-2021,53117,747,1
Faeroe Islands,09-06-2021,53117,752,1
Faeroe Islands,10-06-2021,53117,754,1
Faeroe Islands,11-06-2021,53117,754,1
Faeroe Islands,12-06-2021,53117,755,1
Faeroe Islands,13-06-2021,53117,756,1
Faeroe Islands,14-06-2021,53117,757,1
Faeroe Islands,15-06-2021,53117,757,1
Faeroe Islands,16-06-2021,53117,757,1
Faeroe Islands,17-06-2021,53117,758,1
Faeroe Islands,18-06-2021,53117,760,1
Faeroe Islands,19-06-2021,53117,761,1
Faeroe Islands,20-06-2021,53117,766,1
Faeroe Islands,21-06-2021,53117,768,1
Faeroe Islands,22-06-2021,53117,769,1
Faeroe Islands,23-06-2021,53117,770,1
Faeroe Islands,24-06-2021,53117,770,1
Faeroe Islands,25-06-2021,53117,770,1
Faeroe Islands,26-06-2021,53117,771,1
Faeroe Islands,27-06-2021,53117,772,1
Faeroe Islands,28-06-2021,53117,772,1
Faeroe Islands,29-06-2021,53117,775,1
Faeroe Islands,30-06-2021,53117,776,1
Faeroe Islands,01-07-2021,53117,778,1
Faeroe Islands,02-07-2021,53117,778,1
Faeroe Islands,03-07-2021,53117,781,1
Faeroe Islands,04-07-2021,53117,781,1
Faeroe Islands,05-07-2021,53117,784,1
Faeroe Islands,06-07-2021,53117,793,1
Faeroe Islands,07-07-2021,53117,803,1
Faeroe Islands,08-07-2021,53117,817,1
Faeroe Islands,09-07-2021,53117,825,1
Faeroe Islands,10-07-2021,53117,845,1
Faeroe Islands,11-07-2021,53117,868,1
Faeroe Islands,12-07-2021,53117,880,1
Faeroe Islands,13-07-2021,53117,891,1
Faeroe Islands,14-07-2021,53117,898,1
Faeroe Islands,15-07-2021,53117,905,1
Faeroe Islands,16-07-2021,53117,914,1
Faeroe Islands,17-07-2021,53117,921,1
Faeroe Islands,18-07-2021,53117,925,1
Faeroe Islands,19-07-2021,53117,933,1
Faeroe Islands,20-07-2021,53117,941,1
Faeroe Islands,21-07-2021,53117,949,1
Faeroe Islands,22-07-2021,53117,958,1
Faeroe Islands,23-07-2021,53117,958,1
Faeroe Islands,24-07-2021,53117,970,1
Faeroe Islands,25-07-2021,53117,970,1
Faeroe Islands,26-07-2021,53117,970,1
Faeroe Islands,27-07-2021,53117,979,1
Faeroe Islands,28-07-2021,53117,980,1
Faeroe Islands,29-07-2021,53117,980,1
Faeroe Islands,30-07-2021,53117,982,1
Faeroe Islands,31-07-2021,53117,983,2
Faeroe Islands,01-08-2021,53117,985,2
Faeroe Islands,02-08-2021,53117,985,2
Faeroe Islands,03-08-2021,53117,987,2
Faeroe Islands,04-08-2021,53117,987,2
Faeroe Islands,05-08-2021,53117,987,2
Faeroe Islands,06-08-2021,53117,987,2
Faeroe Islands,07-08-2021,53117,987,2
Faeroe Islands,08-08-2021,53117,987,2
Faeroe Islands,09-08-2021,53117,987,2
Faeroe Islands,10-08-2021,53117,987,2
Faeroe Islands,11-08-2021,53117,987,2
Faeroe Islands,12-08-2021,53117,987,2
Faeroe Islands,13-08-2021,53117,991,2
Faeroe Islands,14-08-2021,53117,991,2
Faeroe Islands,15-08-2021,53117,991,2
Faeroe Islands,16-08-2021,53117,992,2
Faeroe Islands,17-08-2021,53117,993,2
Faeroe Islands,18-08-2021,53117,993,2
Faeroe Islands,19-08-2021,53117,995,2
Faeroe Islands,20-08-2021,53117,995,2
Faeroe Islands,21-08-2021,53117,995,2
Faeroe Islands,22-08-2021,53117,995,2
Faeroe Islands,23-08-2021,53117,997,2
Faeroe Islands,24-08-2021,53117,997,2
Faeroe Islands,25-08-2021,53117,999,2
Faeroe Islands,26-08-2021,53117,999,2
Faeroe Islands,27-08-2021,53117,999,2
Faeroe Islands,28-08-2021,53117,999,2
Faeroe Islands,29-08-2021,53117,1000,2
Faeroe Islands,30-08-2021,53117,1000,2
Faeroe Islands,31-08-2021,53117,1001,2
Faeroe Islands,01-09-2021,53117,1001,2
Faeroe Islands,02-09-2021,53117,1002,2
Faeroe Islands,03-09-2021,53117,1002,2
Faeroe Islands,04-09-2021,53117,1006,2
Faeroe Islands,05-09-2021,53117,1015,2
Faeroe Islands,06-09-2021,53117,1020,2
Faeroe Islands,07-09-2021,53117,1022,2
Faeroe Islands,08-09-2021,53117,1022,2
Faeroe Islands,09-09-2021,53117,1027,2
Faeroe Islands,10-09-2021,53117,1032,2
Faeroe Islands,11-09-2021,53117,1035,2
Faeroe Islands,12-09-2021,53117,1035,2
Faeroe Islands,13-09-2021,53117,1037,2
Faeroe Islands,14-09-2021,53117,1041,2
Faeroe Islands,15-09-2021,53117,1046,2
Faeroe Islands,16-09-2021,53117,1050,2
Faeroe Islands,17-09-2021,53117,1053,2
Faeroe Islands,18-09-2021,53117,1059,2
Faeroe Islands,19-09-2021,53117,1067,2
Faeroe Islands,20-09-2021,53117,1070,2
Faeroe Islands,21-09-2021,53117,1077,2
Faeroe Islands,22-09-2021,53117,1078,2
Faeroe Islands,23-09-2021,53117,1086,2
Faeroe Islands,24-09-2021,53117,1098,2
Faeroe Islands,25-09-2021,53117,1115,2
Faeroe Islands,26-09-2021,53117,1122,2
Faeroe Islands,27-09-2021,53117,1127,2
Faeroe Islands,28-09-2021,53117,1140,2
Faeroe Islands,29-09-2021,53117,1161,2
Faeroe Islands,30-09-2021,53117,1178,2
Faeroe Islands,01-10-2021,53117,1178,2
Faeroe Islands,02-10-2021,53117,1210,2
Faeroe Islands,03-10-2021,53117,1217,2
Faeroe Islands,04-10-2021,53117,1217,2
Faeroe Islands,05-10-2021,53117,1237,2
Faeroe Islands,06-10-2021,53117,1237,2
Faeroe Islands,07-10-2021,53117,1246,2
Faeroe Islands,08-10-2021,53117,1268,2
Faeroe Islands,09-10-2021,53117,1280,2
Faeroe Islands,10-10-2021,53117,1280,2
Faeroe Islands,11-10-2021,53117,1301,2
Faeroe Islands,12-10-2021,53117,1311,2
Faeroe Islands,13-10-2021,53117,1319,2
Faeroe Islands,14-10-2021,53117,1323,2
Faeroe Islands,15-10-2021,53117,1332,2
Faeroe Islands,16-10-2021,53117,1332,2
Faeroe Islands,17-10-2021,53117,1350,2
Faeroe Islands,18-10-2021,53117,1350,2
Faeroe Islands,19-10-2021,53117,1350,2
Faeroe Islands,20-10-2021,53117,1350,2
Faeroe Islands,21-10-2021,53117,1410,2
Faeroe Islands,22-10-2021,53117,1448,2
Faeroe Islands,23-10-2021,53117,1537,2
Faeroe Islands,24-10-2021,53117,1615,2
Faeroe Islands,25-10-2021,53117,1615,2
Faeroe Islands,26-10-2021,53117,1714,2
Faeroe Islands,27-10-2021,53117,1778,2
Faeroe Islands,28-10-2021,53117,1930,2
Faeroe Islands,29-10-2021,53117,2011,2
Faeroe Islands,30-10-2021,53117,2082,2
Faeroe Islands,31-10-2021,53117,2145,2
Faeroe Islands,01-11-2021,53117,2212,3
Faeroe Islands,02-11-2021,53117,2288,3
Faeroe Islands,03-11-2021,53117,2373,4
Faeroe Islands,04-11-2021,53117,2484,5
Faeroe Islands,05-11-2021,53117,2538,5
Faeroe Islands,06-11-2021,53117,2586,5
Faeroe Islands,07-11-2021,53117,2615,5
Faeroe Islands,08-11-2021,53117,2667,6
Faeroe Islands,09-11-2021,53117,2731,6
Faeroe Islands,10-11-2021,53117,2778,6
Faeroe Islands,11-11-2021,53117,2778,6
Faeroe Islands,12-11-2021,53117,2778,6
Faeroe Islands,13-11-2021,53117,2903,8
Faeroe Islands,14-11-2021,53117,2939,8
Faeroe Islands,15-11-2021,53117,2966,10
Faeroe Islands,16-11-2021,53117,3017,10
Faeroe Islands,17-11-2021,53117,3045,11
Faeroe Islands,18-11-2021,53117,3090,11
Faeroe Islands,19-11-2021,53117,3131,11
Faeroe Islands,20-11-2021,53117,3169,12
Faeroe Islands,21-11-2021,53117,3169,12
Faeroe Islands,22-11-2021,53117,3209,12
Faeroe Islands,23-11-2021,53117,3244,12
Faeroe Islands,24-11-2021,53117,3284,13
Faeroe Islands,25-11-2021,53117,3337,13
Faeroe Islands,26-11-2021,53117,3408,13
Faeroe Islands,27-11-2021,53117,3408,13
Faeroe Islands,28-11-2021,53117,3505,13
Faeroe Islands,29-11-2021,53117,3553,13
Faeroe Islands,30-11-2021,53117,3626,13
Faeroe Islands,01-12-2021,53117,3688,13
Faeroe Islands,02-12-2021,53117,3750,13
Faeroe Islands,03-12-2021,53117,3796,13
Faeroe Islands,04-12-2021,53117,3796,13
Faeroe Islands,05-12-2021,53117,3916,13
Faeroe Islands,06-12-2021,53117,3957,13
Faeroe Islands,07-12-2021,53117,4053,13
Faeroe Islands,08-12-2021,53117,4134,13
Faeroe Islands,09-12-2021,53117,4212,13
Faeroe Islands,10-12-2021,53117,4275,13
Faeroe Islands,11-12-2021,53117,4275,13
Faeroe Islands,12-12-2021,53117,4372,13
Faeroe Islands,13-12-2021,53117,4413,13
Faeroe Islands,14-12-2021,53117,4477,13
Faeroe Islands,15-12-2021,53117,4477,13
Faeroe Islands,16-12-2021,53117,4477,13
Faeroe Islands,17-12-2021,53117,4639,13
Faeroe Islands,18-12-2021,53117,4639,13
Faeroe Islands,19-12-2021,53117,4735,13
Faeroe Islands,20-12-2021,53117,4735,13
Faeroe Islands,21-12-2021,53117,4792,13
Faeroe Islands,22-12-2021,53117,4892,13
Faeroe Islands,23-12-2021,53117,5039,13
Faeroe Islands,24-12-2021,53117,5115,13
Faeroe Islands,25-12-2021,53117,5145,13
Faeroe Islands,26-12-2021,53117,5149,13
Faeroe Islands,27-12-2021,53117,5261,13
Faeroe Islands,28-12-2021,53117,5261,13
Faeroe Islands,29-12-2021,53117,5548,13
Faeroe Islands,30-12-2021,53117,5764,14
Faeroe Islands,31-12-2021,53117,5764,14
Falkland Islands,01-01-2021,3801,29,0
Falkland Islands,02-01-2021,3801,29,0
Falkland Islands,03-01-2021,3801,29,0
Falkland Islands,04-01-2021,3801,29,0
Falkland Islands,05-01-2021,3801,29,0
Falkland Islands,06-01-2021,3801,29,0
Falkland Islands,07-01-2021,3801,29,0
Falkland Islands,08-01-2021,3801,29,0
Falkland Islands,09-01-2021,3801,29,0
Falkland Islands,10-01-2021,3801,29,0
Falkland Islands,11-01-2021,3801,29,0
Falkland Islands,12-01-2021,3801,29,0
Falkland Islands,13-01-2021,3801,32,0
Falkland Islands,14-01-2021,3801,32,0
Falkland Islands,15-01-2021,3801,32,0
Falkland Islands,16-01-2021,3801,32,0
Falkland Islands,17-01-2021,3801,32,0
Falkland Islands,18-01-2021,3801,32,0
Falkland Islands,19-01-2021,3801,32,0
Falkland Islands,20-01-2021,3801,35,0
Falkland Islands,21-01-2021,3801,35,0
Falkland Islands,22-01-2021,3801,35,0
Falkland Islands,23-01-2021,3801,35,0
Falkland Islands,24-01-2021,3801,35,0
Falkland Islands,25-01-2021,3801,35,0
Falkland Islands,26-01-2021,3801,41,0
Falkland Islands,27-01-2021,3801,41,0
Falkland Islands,28-01-2021,3801,41,0
Falkland Islands,29-01-2021,3801,41,0
Falkland Islands,30-01-2021,3801,41,0
Falkland Islands,31-01-2021,3801,41,0
Falkland Islands,01-02-2021,3801,41,0
Falkland Islands,02-02-2021,3801,41,0
Falkland Islands,03-02-2021,3801,41,0
Falkland Islands,04-02-2021,3801,45,0
Falkland Islands,05-02-2021,3801,45,0
Falkland Islands,06-02-2021,3801,45,0
Falkland Islands,07-02-2021,3801,45,0
Falkland Islands,08-02-2021,3801,45,0
Falkland Islands,09-02-2021,3801,53,0
Falkland Islands,10-02-2021,3801,53,0
Falkland Islands,11-02-2021,3801,53,0
Falkland Islands,12-02-2021,3801,53,0
Falkland Islands,13-02-2021,3801,53,0
Falkland Islands,14-02-2021,3801,53,0
Falkland Islands,15-02-2021,3801,53,0
Falkland Islands,16-02-2021,3801,54,0
Falkland Islands,17-02-2021,3801,54,0
Falkland Islands,18-02-2021,3801,54,0
Falkland Islands,19-02-2021,3801,54,0
Falkland Islands,20-02-2021,3801,54,0
Falkland Islands,21-02-2021,3801,54,0
Falkland Islands,22-02-2021,3801,54,0
Falkland Islands,23-02-2021,3801,54,0
Falkland Islands,24-02-2021,3801,54,0
Falkland Islands,25-02-2021,3801,54,0
Falkland Islands,26-02-2021,3801,54,0
Falkland Islands,27-02-2021,3801,54,0
Falkland Islands,28-02-2021,3801,54,0
Falkland Islands,01-03-2021,3801,54,0
Falkland Islands,02-03-2021,3801,54,0
Falkland Islands,03-03-2021,3801,54,0
Falkland Islands,04-03-2021,3801,54,0
Falkland Islands,05-03-2021,3801,54,0
Falkland Islands,06-03-2021,3801,54,0
Falkland Islands,07-03-2021,3801,54,0
Falkland Islands,08-03-2021,3801,54,0
Falkland Islands,09-03-2021,3801,54,0
Falkland Islands,10-03-2021,3801,54,0
Falkland Islands,11-03-2021,3801,54,0
Falkland Islands,12-03-2021,3801,54,0
Falkland Islands,13-03-2021,3801,54,0
Falkland Islands,14-03-2021,3801,54,0
Falkland Islands,15-03-2021,3801,54,0
Falkland Islands,16-03-2021,3801,54,0
Falkland Islands,17-03-2021,3801,54,0
Falkland Islands,18-03-2021,3801,54,0
Falkland Islands,19-03-2021,3801,54,0
Falkland Islands,20-03-2021,3801,54,0
Falkland Islands,21-03-2021,3801,54,0
Falkland Islands,22-03-2021,3801,54,0
Falkland Islands,23-03-2021,3801,54,0
Falkland Islands,24-03-2021,3801,54,0
Falkland Islands,25-03-2021,3801,54,0
Falkland Islands,26-03-2021,3801,54,0
Falkland Islands,27-03-2021,3801,54,0
Falkland Islands,28-03-2021,3801,54,0
Falkland Islands,29-03-2021,3801,54,0
Falkland Islands,30-03-2021,3801,54,0
Falkland Islands,31-03-2021,3801,54,0
Falkland Islands,01-04-2021,3801,54,0
Falkland Islands,02-04-2021,3801,54,0
Falkland Islands,03-04-2021,3801,54,0
Falkland Islands,04-04-2021,3801,54,0
Falkland Islands,05-04-2021,3801,54,0
Falkland Islands,06-04-2021,3801,54,0
Falkland Islands,07-04-2021,3801,60,0
Falkland Islands,08-04-2021,3801,60,0
Falkland Islands,09-04-2021,3801,60,0
Falkland Islands,10-04-2021,3801,60,0
Falkland Islands,11-04-2021,3801,60,0
Falkland Islands,12-04-2021,3801,60,0
Falkland Islands,13-04-2021,3801,60,0
Falkland Islands,14-04-2021,3801,62,0
Falkland Islands,15-04-2021,3801,62,0
Falkland Islands,16-04-2021,3801,62,0
Falkland Islands,17-04-2021,3801,62,0
Falkland Islands,18-04-2021,3801,62,0
Falkland Islands,19-04-2021,3801,62,0
Falkland Islands,20-04-2021,3801,62,0
Falkland Islands,21-04-2021,3801,62,0
Falkland Islands,22-04-2021,3801,63,0
Falkland Islands,23-04-2021,3801,63,0
Falkland Islands,24-04-2021,3801,63,0
Falkland Islands,25-04-2021,3801,63,0
Falkland Islands,26-04-2021,3801,63,0
Falkland Islands,27-04-2021,3801,63,0
Falkland Islands,28-04-2021,3801,63,0
Falkland Islands,29-04-2021,3801,63,0
Falkland Islands,30-04-2021,3801,63,0
Falkland Islands,01-05-2021,3801,63,0
Falkland Islands,02-05-2021,3801,63,0
Falkland Islands,03-05-2021,3801,63,0
Falkland Islands,04-05-2021,3801,63,0
Falkland Islands,05-05-2021,3801,63,0
Falkland Islands,06-05-2021,3801,63,0
Falkland Islands,07-05-2021,3801,63,0
Falkland Islands,08-05-2021,3801,63,0
Falkland Islands,09-05-2021,3801,63,0
Falkland Islands,10-05-2021,3801,63,0
Falkland Islands,11-05-2021,3801,63,0
Falkland Islands,12-05-2021,3801,63,0
Falkland Islands,13-05-2021,3801,63,0
Falkland Islands,14-05-2021,3801,63,0
Falkland Islands,15-05-2021,3801,63,0
Falkland Islands,16-05-2021,3801,63,0
Falkland Islands,17-05-2021,3801,63,0
Falkland Islands,18-05-2021,3801,63,0
Falkland Islands,19-05-2021,3801,63,0
Falkland Islands,20-05-2021,3801,63,0
Falkland Islands,21-05-2021,3801,63,0
Falkland Islands,22-05-2021,3801,63,0
Falkland Islands,23-05-2021,3801,63,0
Falkland Islands,24-05-2021,3801,63,0
Falkland Islands,25-05-2021,3801,63,0
Falkland Islands,26-05-2021,3801,63,0
Falkland Islands,27-05-2021,3801,63,0
Falkland Islands,28-05-2021,3801,63,0
Falkland Islands,29-05-2021,3801,63,0
Falkland Islands,30-05-2021,3801,63,0
Falkland Islands,31-05-2021,3801,63,0
Falkland Islands,01-06-2021,3801,63,0
Falkland Islands,02-06-2021,3801,63,0
Falkland Islands,03-06-2021,3801,63,0
Falkland Islands,04-06-2021,3801,63,0
Falkland Islands,05-06-2021,3801,63,0
Falkland Islands,06-06-2021,3801,63,0
Falkland Islands,07-06-2021,3801,63,0
Falkland Islands,08-06-2021,3801,63,0
Falkland Islands,09-06-2021,3801,63,0
Falkland Islands,10-06-2021,3801,63,0
Falkland Islands,11-06-2021,3801,63,0
Falkland Islands,12-06-2021,3801,63,0
Falkland Islands,13-06-2021,3801,63,0
Falkland Islands,14-06-2021,3801,63,0
Falkland Islands,15-06-2021,3801,63,0
Falkland Islands,16-06-2021,3801,63,0
Falkland Islands,17-06-2021,3801,63,0
Falkland Islands,18-06-2021,3801,63,0
Falkland Islands,19-06-2021,3801,63,0
Falkland Islands,20-06-2021,3801,63,0
Falkland Islands,21-06-2021,3801,63,0
Falkland Islands,22-06-2021,3801,63,0
Falkland Islands,23-06-2021,3801,63,0
Falkland Islands,24-06-2021,3801,63,0
Falkland Islands,25-06-2021,3801,63,0
Falkland Islands,26-06-2021,3801,63,0
Falkland Islands,27-06-2021,3801,63,0
Falkland Islands,28-06-2021,3801,63,0
Falkland Islands,29-06-2021,3801,63,0
Falkland Islands,30-06-2021,3801,63,0
Falkland Islands,01-07-2021,3801,63,0
Falkland Islands,02-07-2021,3801,63,0
Falkland Islands,03-07-2021,3801,63,0
Falkland Islands,04-07-2021,3801,63,0
Falkland Islands,05-07-2021,3801,63,0
Falkland Islands,06-07-2021,3801,63,0
Falkland Islands,07-07-2021,3801,63,0
Falkland Islands,08-07-2021,3801,63,0
Falkland Islands,09-07-2021,3801,63,0
Falkland Islands,10-07-2021,3801,63,0
Falkland Islands,11-07-2021,3801,63,0
Falkland Islands,12-07-2021,3801,63,0
Falkland Islands,13-07-2021,3801,63,0
Falkland Islands,14-07-2021,3801,63,0
Falkland Islands,15-07-2021,3801,63,0
Falkland Islands,16-07-2021,3801,63,0
Falkland Islands,17-07-2021,3801,63,0
Falkland Islands,18-07-2021,3801,63,0
Falkland Islands,19-07-2021,3801,63,0
Falkland Islands,20-07-2021,3801,63,0
Falkland Islands,21-07-2021,3801,63,0
Falkland Islands,22-07-2021,3801,63,0
Falkland Islands,23-07-2021,3801,63,0
Falkland Islands,24-07-2021,3801,63,0
Falkland Islands,25-07-2021,3801,63,0
Falkland Islands,26-07-2021,3801,63,0
Falkland Islands,27-07-2021,3801,63,0
Falkland Islands,28-07-2021,3801,63,0
Falkland Islands,29-07-2021,3801,63,0
Falkland Islands,30-07-2021,3801,63,0
Falkland Islands,31-07-2021,3801,63,0
Falkland Islands,01-08-2021,3801,63,0
Falkland Islands,02-08-2021,3801,63,0
Falkland Islands,03-08-2021,3801,63,0
Falkland Islands,04-08-2021,3801,66,0
Falkland Islands,05-08-2021,3801,66,0
Falkland Islands,06-08-2021,3801,66,0
Falkland Islands,07-08-2021,3801,66,0
Falkland Islands,08-08-2021,3801,66,0
Falkland Islands,09-08-2021,3801,66,0
Falkland Islands,10-08-2021,3801,66,0
Falkland Islands,11-08-2021,3801,66,0
Falkland Islands,12-08-2021,3801,66,0
Falkland Islands,13-08-2021,3801,66,0
Falkland Islands,14-08-2021,3801,66,0
Falkland Islands,15-08-2021,3801,66,0
Falkland Islands,16-08-2021,3801,66,0
Falkland Islands,17-08-2021,3801,66,0
Falkland Islands,18-08-2021,3801,66,0
Falkland Islands,19-08-2021,3801,66,0
Falkland Islands,20-08-2021,3801,66,0
Falkland Islands,21-08-2021,3801,66,0
Falkland Islands,22-08-2021,3801,66,0
Falkland Islands,23-08-2021,3801,66,0
Falkland Islands,24-08-2021,3801,66,0
Falkland Islands,25-08-2021,3801,66,0
Falkland Islands,26-08-2021,3801,66,0
Falkland Islands,27-08-2021,3801,66,0
Falkland Islands,28-08-2021,3801,66,0
Falkland Islands,29-08-2021,3801,66,0
Falkland Islands,30-08-2021,3801,66,0
Falkland Islands,31-08-2021,3801,66,0
Falkland Islands,01-09-2021,3801,67,0
Falkland Islands,02-09-2021,3801,67,0
Falkland Islands,03-09-2021,3801,67,0
Falkland Islands,04-09-2021,3801,67,0
Falkland Islands,05-09-2021,3801,67,0
Falkland Islands,06-09-2021,3801,67,0
Falkland Islands,07-09-2021,3801,67,0
Falkland Islands,08-09-2021,3801,67,0
Falkland Islands,09-09-2021,3801,67,0
Falkland Islands,10-09-2021,3801,67,0
Falkland Islands,11-09-2021,3801,67,0
Falkland Islands,12-09-2021,3801,67,0
Falkland Islands,13-09-2021,3801,67,0
Falkland Islands,14-09-2021,3801,67,0
Falkland Islands,15-09-2021,3801,67,0
Falkland Islands,16-09-2021,3801,67,0
Falkland Islands,17-09-2021,3801,67,0
Falkland Islands,18-09-2021,3801,67,0
Falkland Islands,19-09-2021,3801,67,0
Falkland Islands,20-09-2021,3801,67,0
Falkland Islands,21-09-2021,3801,67,0
Falkland Islands,22-09-2021,3801,67,0
Falkland Islands,23-09-2021,3801,67,0
Falkland Islands,24-09-2021,3801,67,0
Falkland Islands,25-09-2021,3801,67,0
Falkland Islands,26-09-2021,3801,67,0
Falkland Islands,27-09-2021,3801,67,0
Falkland Islands,28-09-2021,3801,67,0
Falkland Islands,29-09-2021,3801,67,0
Falkland Islands,30-09-2021,3801,67,0
Falkland Islands,01-10-2021,3801,67,0
Falkland Islands,02-10-2021,3801,67,0
Falkland Islands,03-10-2021,3801,67,0
Falkland Islands,04-10-2021,3801,67,0
Falkland Islands,05-10-2021,3801,67,0
Falkland Islands,06-10-2021,3801,68,0
Falkland Islands,07-10-2021,3801,68,0
Falkland Islands,08-10-2021,3801,68,0
Falkland Islands,09-10-2021,3801,68,0
Falkland Islands,10-10-2021,3801,68,0
Falkland Islands,11-10-2021,3801,68,0
Falkland Islands,12-10-2021,3801,68,0
Falkland Islands,13-10-2021,3801,69,0
Falkland Islands,14-10-2021,3801,69,0
Falkland Islands,15-10-2021,3801,69,0
Falkland Islands,16-10-2021,3801,69,0
Falkland Islands,17-10-2021,3801,69,0
Falkland Islands,18-10-2021,3801,68,0
Falkland Islands,19-10-2021,3801,69,0
Falkland Islands,20-10-2021,3801,69,0
Falkland Islands,21-10-2021,3801,69,0
Falkland Islands,22-10-2021,3801,69,0
Falkland Islands,23-10-2021,3801,69,0
Falkland Islands,24-10-2021,3801,69,0
Falkland Islands,25-10-2021,3801,68,0
Falkland Islands,26-10-2021,3801,69,0
Falkland Islands,27-10-2021,3801,69,0
Falkland Islands,28-10-2021,3801,69,0
Falkland Islands,29-10-2021,3801,69,0
Falkland Islands,30-10-2021,3801,69,0
Falkland Islands,31-10-2021,3801,69,0
Falkland Islands,01-11-2021,3801,69,0
Falkland Islands,02-11-2021,3801,69,0
Falkland Islands,03-11-2021,3801,69,0
Falkland Islands,04-11-2021,3801,69,0
Falkland Islands,05-11-2021,3801,69,0
Falkland Islands,06-11-2021,3801,69,0
Falkland Islands,07-11-2021,3801,72,0
Falkland Islands,08-11-2021,3801,78,0
Falkland Islands,09-11-2021,3801,78,0
Falkland Islands,10-11-2021,3801,79,0
Falkland Islands,11-11-2021,3801,79,0
Falkland Islands,12-11-2021,3801,79,0
Falkland Islands,13-11-2021,3801,79,0
Falkland Islands,14-11-2021,3801,79,0
Falkland Islands,15-11-2021,3801,79,0
Falkland Islands,16-11-2021,3801,79,0
Falkland Islands,17-11-2021,3801,79,0
Falkland Islands,18-11-2021,3801,79,0
Falkland Islands,19-11-2021,3801,79,0
Falkland Islands,20-11-2021,3801,79,0
Falkland Islands,21-11-2021,3801,79,0
Falkland Islands,22-11-2021,3801,79,0
Falkland Islands,23-11-2021,3801,79,0
Falkland Islands,24-11-2021,3801,79,0
Falkland Islands,25-11-2021,3801,79,0
Falkland Islands,26-11-2021,3801,79,0
Falkland Islands,27-11-2021,3801,79,0
Falkland Islands,28-11-2021,3801,79,0
Falkland Islands,29-11-2021,3801,79,0
Falkland Islands,30-11-2021,3801,79,0
Falkland Islands,01-12-2021,3801,83,0
