Location,date,population,total_cases,total_deaths
Grenada,15-09-2021,125459,2740,38
Grenada,16-09-2021,125459,3262,46
Grenada,17-09-2021,125459,3490,48
Grenada,18-09-2021,125459,3490,48
Grenada,19-09-2021,125459,3841,50
Grenada,20-09-2021,125459,4077,55
Grenada,21-09-2021,125459,4356,75
Grenada,22-09-2021,125459,4356,75
Grenada,23-09-2021,125459,4638,98
Grenada,24-09-2021,125459,4766,105
Grenada,25-09-2021,125459,4766,105
Grenada,26-09-2021,125459,4922,120
Grenada,27-09-2021,125459,5005,130
Grenada,28-09-2021,125459,5039,135
Grenada,29-09-2021,125459,5039,135
Grenada,30-09-2021,125459,5195,141
Grenada,01-10-2021,125459,5236,150
Grenada,02-10-2021,125459,5294,154
Grenada,03-10-2021,125459,5351,157
Grenada,04-10-2021,125459,5434,162
Grenada,05-10-2021,125459,5484,165
Grenada,06-10-2021,125459,5531,167
Grenada,07-10-2021,125459,5554,170
Grenada,08-10-2021,125459,5554,170
Grenada,09-10-2021,125459,5619,177
Grenada,10-10-2021,125459,5619,177
Grenada,11-10-2021,125459,5653,183
Grenada,12-10-2021,125459,5653,183
Grenada,13-10-2021,125459,5670,184
Grenada,14-10-2021,125459,5704,191
Grenada,15-10-2021,125459,5721,192
Grenada,16-10-2021,125459,5734,192
Grenada,17-10-2021,125459,5746,192
Grenada,18-10-2021,125459,5769,193
Grenada,19-10-2021,125459,5776,193
Grenada,20-10-2021,125459,5790,193
Grenada,21-10-2021,125459,5795,194
Grenada,22-10-2021,125459,5809,196
Grenada,23-10-2021,125459,5815,196
Grenada,24-10-2021,125459,5817,196
Grenada,25-10-2021,125459,5817,196
Grenada,26-10-2021,125459,5824,197
Grenada,27-10-2021,125459,5830,197
Grenada,28-10-2021,125459,5834,197
Grenada,29-10-2021,125459,5839,198
Grenada,30-10-2021,125459,5840,198
Grenada,31-10-2021,125459,5840,198
Grenada,01-11-2021,125459,5850,198
Grenada,02-11-2021,125459,5850,198
Grenada,03-11-2021,125459,5850,198
Grenada,04-11-2021,125459,5857,198
Grenada,05-11-2021,125459,5857,198
Grenada,06-11-2021,125459,5861,198
Grenada,07-11-2021,125459,5861,198
Grenada,08-11-2021,125459,5863,200
Grenada,09-11-2021,125459,5863,200
Grenada,10-11-2021,125459,5863,200
Grenada,11-11-2021,125459,5863,200
Grenada,12-11-2021,125459,5863,200
Grenada,13-11-2021,125459,5863,200
Grenada,14-11-2021,125459,5863,200
Grenada,15-11-2021,125459,5865,200
Grenada,16-11-2021,125459,5865,200
Grenada,17-11-2021,125459,5865,200
Grenada,18-11-2021,125459,5865,200
Grenada,19-11-2021,125459,5866,200
Grenada,20-11-2021,125459,5866,200
Grenada,21-11-2021,125459,5873,200
Grenada,22-11-2021,125459,5876,200
Grenada,23-11-2021,125459,5878,200
Grenada,24-11-2021,125459,5880,200
Grenada,25-11-2021,125459,5880,200
Grenada,26-11-2021,125459,5884,200
Grenada,27-11-2021,125459,5888,200
Grenada,28-11-2021,125459,5888,200
Grenada,29-11-2021,125459,5888,200
Grenada,30-11-2021,125459,5897,200
Grenada,01-12-2021,125459,5898,200
Grenada,02-12-2021,125459,5900,200
Grenada,03-12-2021,125459,5900,200
Grenada,04-12-2021,125459,5907,200
Grenada,05-12-2021,125459,5908,200
Grenada,06-12-2021,125459,5909,200
Grenada,07-12-2021,125459,5909,200
Grenada,08-12-2021,125459,5910,200
Grenada,09-12-2021,125459,5910,200
Grenada,10-12-2021,125459,5913,200
Grenada,11-12-2021,125459,5913,200
Grenada,12-12-2021,125459,5915,200
Grenada,13-12-2021,125459,5915,200
Grenada,14-12-2021,125459,5915,200
Grenada,15-12-2021,125459,5915,200
Grenada,16-12-2021,125459,5915,200
Grenada,17-12-2021,125459,5919,200
Grenada,18-12-2021,125459,5919,200
Grenada,19-12-2021,125459,5919,200
Grenada,20-12-2021,125459,5920,200
Grenada,21-12-2021,125459,5921,200
Grenada,22-12-2021,125459,5933,200
Grenada,23-12-2021,125459,5948,200
Grenada,24-12-2021,125459,5948,200
Grenada,25-12-2021,125459,5956,200
Grenada,26-12-2021,125459,5956,200
Grenada,27-12-2021,125459,5961,200
Grenada,28-12-2021,125459,5968,200
Grenada,29-12-2021,125459,6009,200
Grenada,30-12-2021,125459,6181,200
Grenada,31-12-2021,125459,6181,200
Guam,01-01-2021,171783,0,0
Guam,02-01-2021,171783,0,0
Guam,03-01-2021,171783,0,0
Guam,04-01-2021,171783,0,0
Guam,05-01-2021,171783,0,0
Guam,06-01-2021,171783,0,0
Guam,07-01-2021,171783,0,0
Guam,08-01-2021,171783,0,0
Guam,09-01-2021,171783,0,0
Guam,10-01-2021,171783,0,0
Guam,11-01-2021,171783,0,0
Guam,12-01-2021,171783,0,0
Guam,13-01-2021,171783,0,0
Guam,14-01-2021,171783,0,0
Guam,15-01-2021,171783,0,0
Guam,16-01-2021,171783,0,0
Guam,17-01-2021,171783,0,0
Guam,18-01-2021,171783,0,0
Guam,19-01-2021,171783,0,0
Guam,20-01-2021,171783,0,0
Guam,21-01-2021,171783,0,0
Guam,22-01-2021,171783,0,0
Guam,23-01-2021,171783,0,0
Guam,24-01-2021,171783,0,0
Guam,25-01-2021,171783,0,0
Guam,26-01-2021,171783,0,0
Guam,27-01-2021,171783,0,0
Guam,28-01-2021,171783,0,0
Guam,29-01-2021,171783,0,0
Guam,30-01-2021,171783,0,0
Guam,31-01-2021,171783,0,0
Guam,01-02-2021,171783,0,0
Guam,02-02-2021,171783,0,0
Guam,03-02-2021,171783,0,0
Guam,04-02-2021,171783,0,0
Guam,05-02-2021,171783,0,0
Guam,06-02-2021,171783,0,0
Guam,07-02-2021,171783,0,0
Guam,08-02-2021,171783,0,0
Guam,09-02-2021,171783,0,0
Guam,10-02-2021,171783,0,0
Guam,11-02-2021,171783,0,0
Guam,12-02-2021,171783,0,0
Guam,13-02-2021,171783,0,0
Guam,14-02-2021,171783,0,0
Guam,15-02-2021,171783,0,0
Guam,16-02-2021,171783,0,0
Guam,17-02-2021,171783,0,0
Guam,18-02-2021,171783,0,0
Guam,19-02-2021,171783,0,0
Guam,20-02-2021,171783,0,0
Guam,21-02-2021,171783,0,0
Guam,22-02-2021,171783,0,0
Guam,23-02-2021,171783,0,0
Guam,24-02-2021,171783,0,0
Guam,25-02-2021,171783,0,0
Guam,26-02-2021,171783,0,0
Guam,27-02-2021,171783,0,0
Guam,28-02-2021,171783,0,0
Guam,01-03-2021,171783,0,0
Guam,02-03-2021,171783,0,0
Guam,03-03-2021,171783,0,0
Guam,04-03-2021,171783,0,0
Guam,05-03-2021,171783,0,0
Guam,06-03-2021,171783,0,0
Guam,07-03-2021,171783,0,0
Guam,08-03-2021,171783,0,0
Guam,09-03-2021,171783,0,0
Guam,10-03-2021,171783,0,0
Guam,11-03-2021,171783,0,0
Guam,12-03-2021,171783,0,0
Guam,13-03-2021,171783,0,0
Guam,14-03-2021,171783,0,0
Guam,15-03-2021,171783,0,0
Guam,16-03-2021,171783,0,0
Guam,17-03-2021,171783,0,0
Guam,18-03-2021,171783,0,0
Guam,19-03-2021,171783,0,0
Guam,20-03-2021,171783,0,0
Guam,21-03-2021,171783,0,0
Guam,22-03-2021,171783,0,0
Guam,23-03-2021,171783,0,0
Guam,24-03-2021,171783,0,0
Guam,25-03-2021,171783,0,0
Guam,26-03-2021,171783,0,0
Guam,27-03-2021,171783,0,0
Guam,28-03-2021,171783,0,0
Guam,29-03-2021,171783,0,0
Guam,30-03-2021,171783,0,0
Guam,31-03-2021,171783,0,0
Guam,01-04-2021,171783,0,0
Guam,02-04-2021,171783,0,0
Guam,03-04-2021,171783,0,0
Guam,04-04-2021,171783,0,0
Guam,05-04-2021,171783,0,0
Guam,06-04-2021,171783,0,0
Guam,07-04-2021,171783,0,0
Guam,08-04-2021,171783,0,0
Guam,09-04-2021,171783,0,0
Guam,10-04-2021,171783,0,0
Guam,11-04-2021,171783,0,0
Guam,12-04-2021,171783,0,0
Guam,13-04-2021,171783,0,0
Guam,14-04-2021,171783,0,0
Guam,15-04-2021,171783,0,0
Guam,16-04-2021,171783,0,0
Guam,17-04-2021,171783,0,0
Guam,18-04-2021,171783,0,0
Guam,19-04-2021,171783,0,0
Guam,20-04-2021,171783,0,0
Guam,21-04-2021,171783,0,0
Guam,22-04-2021,171783,0,0
Guam,23-04-2021,171783,0,0
Guam,24-04-2021,171783,0,0
Guam,25-04-2021,171783,0,0
Guam,26-04-2021,171783,0,0
Guam,27-04-2021,171783,0,0
Guam,28-04-2021,171783,0,0
Guam,29-04-2021,171783,0,0
Guam,30-04-2021,171783,0,0
Guam,01-05-2021,171783,0,0
Guam,02-05-2021,171783,0,0
Guam,03-05-2021,171783,0,0
Guam,04-05-2021,171783,0,0
Guam,05-05-2021,171783,0,0
Guam,06-05-2021,171783,0,0
Guam,07-05-2021,171783,0,0
Guam,08-05-2021,171783,0,0
Guam,09-05-2021,171783,0,0
Guam,10-05-2021,171783,0,0
Guam,11-05-2021,171783,0,0
Guam,12-05-2021,171783,0,0
Guam,13-05-2021,171783,0,0
Guam,14-05-2021,171783,0,0
Guam,15-05-2021,171783,0,0
Guam,16-05-2021,171783,0,0
Guam,17-05-2021,171783,0,0
Guam,18-05-2021,171783,0,0
Guam,19-05-2021,171783,0,0
Guam,20-05-2021,171783,0,0
Guam,21-05-2021,171783,0,0
Guam,22-05-2021,171783,0,0
Guam,23-05-2021,171783,0,0
Guam,24-05-2021,171783,0,0
Guam,25-05-2021,171783,0,0
Guam,26-05-2021,171783,0,0
Guam,27-05-2021,171783,0,0
Guam,28-05-2021,171783,0,0
Guam,29-05-2021,171783,0,0
Guam,30-05-2021,171783,0,0
Guam,31-05-2021,171783,0,0
Guam,01-06-2021,171783,0,0
Guam,02-06-2021,171783,0,0
Guam,03-06-2021,171783,0,0
Guam,04-06-2021,171783,0,0
Guam,05-06-2021,171783,0,0
Guam,06-06-2021,171783,0,0
Guam,07-06-2021,171783,0,0
Guam,08-06-2021,171783,0,0
Guam,09-06-2021,171783,0,0
Guam,10-06-2021,171783,0,0
Guam,11-06-2021,171783,0,0
Guam,12-06-2021,171783,0,0
Guam,13-06-2021,171783,0,0
Guam,14-06-2021,171783,0,0
Guam,15-06-2021,171783,0,0
Guam,16-06-2021,171783,0,0
Guam,17-06-2021,171783,0,0
Guam,18-06-2021,171783,0,0
Guam,19-06-2021,171783,0,0
Guam,20-06-2021,171783,0,0
Guam,21-06-2021,171783,0,0
Guam,22-06-2021,171783,0,0
Guam,23-06-2021,171783,0,0
Guam,24-06-2021,171783,0,0
Guam,25-06-2021,171783,0,0
Guam,26-06-2021,171783,0,0
Guam,27-06-2021,171783,0,0
Guam,28-06-2021,171783,0,0
Guam,29-06-2021,171783,0,0
Guam,30-06-2021,171783,0,0
Guam,01-07-2021,171783,0,0
Guam,02-07-2021,171783,0,0
Guam,03-07-2021,171783,0,0
Guam,04-07-2021,171783,0,0
Guam,05-07-2021,171783,0,0
Guam,06-07-2021,171783,0,0
Guam,07-07-2021,171783,0,0
Guam,08-07-2021,171783,0,0
Guam,09-07-2021,171783,0,0
Guam,10-07-2021,171783,0,0
Guam,11-07-2021,171783,0,0
Guam,12-07-2021,171783,0,0
Guam,13-07-2021,171783,0,0
Guam,14-07-2021,171783,0,0
Guam,15-07-2021,171783,0,0
Guam,16-07-2021,171783,0,0
Guam,17-07-2021,171783,0,0
Guam,18-07-2021,171783,0,0
Guam,19-07-2021,171783,0,0
Guam,20-07-2021,171783,0,0
Guam,21-07-2021,171783,0,0
Guam,22-07-2021,171783,0,0
Guam,23-07-2021,171783,0,0
Guam,24-07-2021,171783,0,0
Guam,25-07-2021,171783,0,0
Guam,26-07-2021,171783,0,0
Guam,27-07-2021,171783,0,0
Guam,28-07-2021,171783,0,0
Guam,29-07-2021,171783,0,0
Guam,30-07-2021,171783,0,0
Guam,31-07-2021,171783,0,0
Guam,01-08-2021,171783,0,0
Guam,02-08-2021,171783,0,0
Guam,03-08-2021,171783,0,0
Guam,04-08-2021,171783,0,0
Guam,05-08-2021,171783,0,0
Guam,06-08-2021,171783,0,0
Guam,07-08-2021,171783,0,0
Guam,08-08-2021,171783,0,0
Guam,09-08-2021,171783,0,0
Guam,10-08-2021,171783,0,0
Guam,11-08-2021,171783,0,0
Guam,12-08-2021,171783,0,0
Guam,13-08-2021,171783,0,0
Guam,14-08-2021,171783,0,0
Guam,15-08-2021,171783,0,0
Guam,16-08-2021,171783,0,0
Guam,17-08-2021,171783,0,0
Guam,18-08-2021,171783,0,0
Guam,19-08-2021,171783,0,0
Guam,20-08-2021,171783,0,0
Guam,21-08-2021,171783,0,0
Guam,22-08-2021,171783,0,0
Guam,23-08-2021,171783,0,0
Guam,24-08-2021,171783,0,0
Guam,25-08-2021,171783,0,0
Guam,26-08-2021,171783,0,0
Guam,27-08-2021,171783,0,0
Guam,28-08-2021,171783,0,0
Guam,29-08-2021,171783,0,0
Guam,30-08-2021,171783,0,0
Guam,31-08-2021,171783,0,0
Guam,01-09-2021,171783,0,0
Guam,02-09-2021,171783,0,0
Guam,03-09-2021,171783,0,0
Guam,04-09-2021,171783,0,0
Guam,05-09-2021,171783,0,0
Guam,06-09-2021,171783,0,0
Guam,07-09-2021,171783,0,0
Guam,08-09-2021,171783,0,0
Guam,09-09-2021,171783,0,0
Guam,10-09-2021,171783,0,0
Guam,11-09-2021,171783,0,0
Guam,12-09-2021,171783,0,0
Guam,13-09-2021,171783,0,0
Guam,14-09-2021,171783,0,0
Guam,15-09-2021,171783,0,0
Guam,16-09-2021,171783,0,0
Guam,17-09-2021,171783,0,0
Guam,18-09-2021,171783,0,0
Guam,19-09-2021,171783,0,0
Guam,20-09-2021,171783,0,0
Guam,21-09-2021,171783,0,0
Guam,22-09-2021,171783,0,0
Guam,23-09-2021,171783,0,0
Guam,24-09-2021,171783,0,0
Guam,25-09-2021,171783,0,0
Guam,26-09-2021,171783,0,0
Guam,27-09-2021,171783,0,0
Guam,28-09-2021,171783,0,0
Guam,29-09-2021,171783,0,0
Guam,30-09-2021,171783,0,0
Guam,01-10-2021,171783,0,0
Guam,02-10-2021,171783,0,0
Guam,03-10-2021,171783,0,0
Guam,04-10-2021,171783,0,0
Guam,05-10-2021,171783,0,0
Guam,06-10-2021,171783,0,0
Guam,07-10-2021,171783,0,0
Guam,08-10-2021,171783,0,0
Guam,09-10-2021,171783,0,0
Guam,10-10-2021,171783,0,0
Guam,11-10-2021,171783,0,0
Guam,12-10-2021,171783,0,0
Guam,13-10-2021,171783,0,0
Guam,14-10-2021,171783,0,0
Guam,15-10-2021,171783,0,0
Guam,16-10-2021,171783,0,0
Guam,17-10-2021,171783,0,0
Guam,18-10-2021,171783,0,0
Guam,19-10-2021,171783,0,0
Guam,20-10-2021,171783,0,0
Guam,21-10-2021,171783,0,0
Guam,22-10-2021,171783,0,0
Guam,23-10-2021,171783,0,0
Guam,24-10-2021,171783,0,0
Guam,25-10-2021,171783,0,0
Guam,26-10-2021,171783,0,0
Guam,27-10-2021,171783,0,0
Guam,28-10-2021,171783,0,0
Guam,29-10-2021,171783,0,0
Guam,30-10-2021,171783,0,0
Guam,31-10-2021,171783,0,0
Guam,01-11-2021,171783,0,0
Guam,02-11-2021,171783,0,0
Guam,03-11-2021,171783,0,0
Guam,04-11-2021,171783,0,0
Guam,05-11-2021,171783,0,0
Guam,06-11-2021,171783,0,0
Guam,07-11-2021,171783,0,0
Guam,08-11-2021,171783,0,0
Guam,09-11-2021,171783,0,0
Guam,10-11-2021,171783,0,0
Guam,11-11-2021,171783,0,0
Guam,12-11-2021,171783,0,0
Guam,13-11-2021,171783,0,0
Guam,14-11-2021,171783,0,0
Guam,15-11-2021,171783,0,0
Guam,16-11-2021,171783,0,0
Guam,17-11-2021,171783,0,0
Guam,18-11-2021,171783,0,0
Guam,19-11-2021,171783,0,0
Guam,20-11-2021,171783,0,0
Guam,21-11-2021,171783,0,0
Guam,22-11-2021,171783,0,0
Guam,23-11-2021,171783,0,0
Guam,24-11-2021,171783,0,0
Guam,25-11-2021,171783,0,0
Guam,26-11-2021,171783,0,0
Guam,27-11-2021,171783,0,0
Guam,28-11-2021,171783,0,0
Guam,29-11-2021,171783,0,0
Guam,30-11-2021,171783,0,0
Guam,01-12-2021,171783,0,0
Guam,02-12-2021,171783,0,0
Guam,03-12-2021,171783,0,0
Guam,04-12-2021,171783,0,0
Guam,05-12-2021,171783,0,0
Guam,06-12-2021,171783,0,0
Guam,07-12-2021,171783,0,0
Guam,08-12-2021,171783,0,0
Guam,09-12-2021,171783,0,0
Guam,10-12-2021,171783,0,0
Guam,11-12-2021,171783,0,0
Guam,12-12-2021,171783,0,0
Guam,13-12-2021,171783,0,0
Guam,14-12-2021,171783,0,0
Guam,15-12-2021,171783,0,0
Guam,16-12-2021,171783,0,0
Guam,17-12-2021,171783,0,0
Guam,18-12-2021,171783,0,0
Guam,19-12-2021,171783,0,0
Guam,20-12-2021,171783,0,0
Guam,21-12-2021,171783,0,0
Guam,22-12-2021,171783,0,0
Guam,23-12-2021,171783,0,0
Guam,24-12-2021,171783,0,0
Guam,25-12-2021,171783,0,0
Guam,26-12-2021,171783,0,0
Guam,27-12-2021,171783,0,0
Guam,28-12-2021,171783,0,0
Guam,29-12-2021,171783,0,0
Guam,30-12-2021,171783,0,0
Guam,31-12-2021,171783,0,0
Guatemala,01-01-2021,17843914,138236,4820
Guatemala,02-01-2021,17843914,138316,4827
Guatemala,03-01-2021,17843914,138475,4833
Guatemala,04-01-2021,17843914,138656,4835
Guatemala,05-01-2021,17843914,139419,4859
Guatemala,06-01-2021,17843914,140202,4899
Guatemala,07-01-2021,17843914,141074,4928
Guatemala,08-01-2021,17843914,142064,4972
Guatemala,09-01-2021,17843914,143127,4999
Guatemala,10-01-2021,17843914,143243,5025
Guatemala,11-01-2021,17843914,143243,5025
Guatemala,12-01-2021,17843914,144982,5080
Guatemala,13-01-2021,17843914,145986,5117
Guatemala,14-01-2021,17843914,146937,5151
Guatemala,15-01-2021,17843914,147560,5177
Guatemala,16-01-2021,17843914,148598,5220
Guatemala,17-01-2021,17843914,148888,5254
Guatemala,18-01-2021,17843914,149146,5278
Guatemala,19-01-2021,17843914,150277,5313
Guatemala,20-01-2021,17843914,151324,5343
Guatemala,21-01-2021,17843914,152395,5389
Guatemala,22-01-2021,17843914,152956,5420
Guatemala,23-01-2021,17843914,153890,5456
Guatemala,24-01-2021,17843914,154212,5465
Guatemala,25-01-2021,17843914,154430,5469
Guatemala,26-01-2021,17843914,155459,5486
Guatemala,27-01-2021,17843914,156497,5513
Guatemala,28-01-2021,17843914,157595,5543
Guatemala,29-01-2021,17843914,158336,5582
Guatemala,30-01-2021,17843914,159118,5618
Guatemala,31-01-2021,17843914,159504,5643
Guatemala,01-02-2021,17843914,159632,5673
Guatemala,02-02-2021,17843914,160299,5709
Guatemala,03-02-2021,17843914,160966,5736
Guatemala,04-02-2021,17843914,161665,5785
Guatemala,05-02-2021,17843914,162295,5816
Guatemala,06-02-2021,17843914,162937,5854
Guatemala,07-02-2021,17843914,163137,5884
Guatemala,08-02-2021,17843914,163247,5922
Guatemala,09-02-2021,17843914,163993,5955
Guatemala,10-02-2021,17843914,164746,5989
Guatemala,11-02-2021,17843914,165532,6023
Guatemala,12-02-2021,17843914,166283,6057
Guatemala,13-02-2021,17843914,167071,6094
Guatemala,14-02-2021,17843914,167279,6124
Guatemala,15-02-2021,17843914,167383,6150
Guatemala,16-02-2021,17843914,168103,6158
Guatemala,17-02-2021,17843914,168880,6164
Guatemala,18-02-2021,17843914,169610,6186
Guatemala,19-02-2021,17843914,170275,6220
Guatemala,20-02-2021,17843914,170931,6249
Guatemala,21-02-2021,17843914,171170,6282
Guatemala,22-02-2021,17843914,171289,6306
Guatemala,23-02-2021,17843914,172072,6315
Guatemala,24-02-2021,17843914,172764,6327
Guatemala,25-02-2021,17843914,173142,6334
Guatemala,26-02-2021,17843914,173814,6348
Guatemala,27-02-2021,17843914,174335,6374
Guatemala,28-02-2021,17843914,174542,6393
Guatemala,01-03-2021,17843914,174653,6402
Guatemala,02-03-2021,17843914,175411,6412
Guatemala,03-03-2021,17843914,176250,6427
Guatemala,04-03-2021,17843914,176876,6435
Guatemala,05-03-2021,17843914,177716,6455
Guatemala,06-03-2021,17843914,178337,6467
Guatemala,07-03-2021,17843914,178560,6473
Guatemala,08-03-2021,17843914,178770,6479
Guatemala,09-03-2021,17843914,179563,6493
Guatemala,10-03-2021,17843914,180393,6522
Guatemala,11-03-2021,17843914,181143,6531
Guatemala,12-03-2021,17843914,181974,6546
Guatemala,13-03-2021,17843914,182679,6571
Guatemala,14-03-2021,17843914,182881,6568
Guatemala,15-03-2021,17843914,183014,6578
Guatemala,16-03-2021,17843914,183985,6599
Guatemala,17-03-2021,17843914,184934,6619
Guatemala,18-03-2021,17843914,185832,6639
Guatemala,19-03-2021,17843914,186740,6663
Guatemala,20-03-2021,17843914,187659,6685
Guatemala,21-03-2021,17843914,187911,6700
Guatemala,22-03-2021,17843914,188119,6710
Guatemala,23-03-2021,17843914,189067,6730
Guatemala,24-03-2021,17843914,190208,6749
Guatemala,25-03-2021,17843914,191207,6765
Guatemala,26-03-2021,17843914,192133,6775
Guatemala,27-03-2021,17843914,193050,6794
Guatemala,28-03-2021,17843914,193377,6802
Guatemala,29-03-2021,17843914,193556,6809
Guatemala,30-03-2021,17843914,193834,6823
Guatemala,31-03-2021,17843914,193834,6840
Guatemala,01-04-2021,17843914,194756,6860
Guatemala,02-04-2021,17843914,195036,6875
Guatemala,03-04-2021,17843914,195239,6884
Guatemala,04-04-2021,17843914,195471,6891
Guatemala,05-04-2021,17843914,195680,6894
Guatemala,06-04-2021,17843914,197020,6903
Guatemala,07-04-2021,17843914,198374,6928
Guatemala,08-04-2021,17843914,199964,6955
Guatemala,09-04-2021,17843914,201295,6977
Guatemala,10-04-2021,17843914,202640,7001
Guatemala,11-04-2021,17843914,203071,7016
Guatemala,12-04-2021,17843914,203309,7020
Guatemala,13-04-2021,17843914,205322,7057
Guatemala,14-04-2021,17843914,207127,7089
Guatemala,15-04-2021,17843914,208694,7120
Guatemala,16-04-2021,17843914,210667,7160
Guatemala,17-04-2021,17843914,212307,7190
Guatemala,18-04-2021,17843914,212734,7221
Guatemala,19-04-2021,17843914,213049,7241
Guatemala,20-04-2021,17843914,214700,7279
Guatemala,21-04-2021,17843914,216329,7309
Guatemala,22-04-2021,17843914,218145,7345
Guatemala,23-04-2021,17843914,219789,7374
Guatemala,24-04-2021,17843914,221307,7395
Guatemala,25-04-2021,17843914,221698,7410
Guatemala,26-04-2021,17843914,221939,7428
Guatemala,27-04-2021,17843914,223025,7453
Guatemala,28-04-2021,17843914,224621,7478
Guatemala,29-04-2021,17843914,226247,7500
Guatemala,30-04-2021,17843914,227671,7524
Guatemala,01-05-2021,17843914,228477,7543
Guatemala,02-05-2021,17843914,228684,7558
Guatemala,03-05-2021,17843914,228871,7578
Guatemala,04-05-2021,17843914,230095,7606
Guatemala,05-05-2021,17843914,231289,7642
Guatemala,06-05-2021,17843914,232439,7677
Guatemala,07-05-2021,17843914,233696,7695
Guatemala,08-05-2021,17843914,234883,7717
Guatemala,09-05-2021,17843914,235098,7733
Guatemala,10-05-2021,17843914,235304,7736
Guatemala,11-05-2021,17843914,236266,7776
Guatemala,12-05-2021,17843914,237682,7815
Guatemala,13-05-2021,17843914,238787,7832
Guatemala,14-05-2021,17843914,240170,7845
Guatemala,15-05-2021,17843914,241117,7872
Guatemala,16-05-2021,17843914,241369,7887
Guatemala,17-05-2021,17843914,241528,7893
Guatemala,18-05-2021,17843914,242784,7913
Guatemala,19-05-2021,17843914,243833,7928
Guatemala,20-05-2021,17843914,245247,7952
Guatemala,21-05-2021,17843914,246156,7977
Guatemala,22-05-2021,17843914,247106,7996
Guatemala,23-05-2021,17843914,247454,8000
Guatemala,24-05-2021,17843914,247644,8009
Guatemala,25-05-2021,17843914,248824,8022
Guatemala,26-05-2021,17843914,250296,8058
Guatemala,27-05-2021,17843914,251336,8070
Guatemala,28-05-2021,17843914,252929,8094
Guatemala,29-05-2021,17843914,253837,8121
Guatemala,30-05-2021,17843914,254225,8137
Guatemala,31-05-2021,17843914,254417,8165
Guatemala,01-06-2021,17843914,255833,8183
Guatemala,02-06-2021,17843914,257167,8214
Guatemala,03-06-2021,17843914,258633,8238
Guatemala,04-06-2021,17843914,259954,8258
Guatemala,05-06-2021,17843914,261392,8280
Guatemala,06-06-2021,17843914,261958,8294
Guatemala,07-06-2021,17843914,262255,8305
Guatemala,08-06-2021,17843914,263836,8331
Guatemala,09-06-2021,17843914,265662,8361
Guatemala,10-06-2021,17843914,267447,8388
Guatemala,11-06-2021,17843914,269308,8416
Guatemala,12-06-2021,17843914,271131,8439
Guatemala,13-06-2021,17843914,271703,8455
Guatemala,14-06-2021,17843914,271990,8465
Guatemala,15-06-2021,17843914,273730,8500
Guatemala,16-06-2021,17843914,275202,8527
Guatemala,17-06-2021,17843914,276927,8549
Guatemala,18-06-2021,17843914,278409,8595
Guatemala,19-06-2021,17843914,279947,8645
Guatemala,20-06-2021,17843914,280507,8694
Guatemala,21-06-2021,17843914,280854,8735
Guatemala,22-06-2021,17843914,282713,8785
Guatemala,23-06-2021,17843914,284741,8845
Guatemala,24-06-2021,17843914,286708,8894
Guatemala,25-06-2021,17843914,288987,8960
Guatemala,26-06-2021,17843914,290852,9008
Guatemala,27-06-2021,17843914,291595,9050
Guatemala,28-06-2021,17843914,291977,9089
Guatemala,29-06-2021,17843914,292674,9147
Guatemala,30-06-2021,17843914,293583,9215
Guatemala,01-07-2021,17843914,296438,9282
Guatemala,02-07-2021,17843914,298904,9350
Guatemala,03-07-2021,17843914,301189,9419
Guatemala,04-07-2021,17843914,302012,9461
Guatemala,05-07-2021,17843914,302534,9498
Guatemala,06-07-2021,17843914,305319,9548
Guatemala,07-07-2021,17843914,308273,9573
Guatemala,08-07-2021,17843914,311342,9609
Guatemala,09-07-2021,17843914,314302,9643
Guatemala,10-07-2021,17843914,317311,9688
Guatemala,11-07-2021,17843914,318541,9713
Guatemala,12-07-2021,17843914,319157,9721
Guatemala,13-07-2021,17843914,322120,9756
Guatemala,14-07-2021,17843914,325024,9798
Guatemala,15-07-2021,17843914,327755,9834
Guatemala,16-07-2021,17843914,330651,9871
Guatemala,17-07-2021,17843914,333126,9898
Guatemala,18-07-2021,17843914,333827,9914
Guatemala,19-07-2021,17843914,334375,9927
Guatemala,20-07-2021,17843914,337762,9927
Guatemala,21-07-2021,17843914,340857,9927
Guatemala,22-07-2021,17843914,344221,10029
Guatemala,23-07-2021,17843914,347496,10063
Guatemala,24-07-2021,17843914,350816,10093
Guatemala,25-07-2021,17843914,352088,10100
Guatemala,26-07-2021,17843914,352584,10112
Guatemala,27-07-2021,17843914,355223,10176
Guatemala,28-07-2021,17843914,358798,10224
Guatemala,29-07-2021,17843914,362134,10248
Guatemala,30-07-2021,17843914,365528,10289
Guatemala,31-07-2021,17843914,368484,10339
Guatemala,01-08-2021,17843914,369626,10413
Guatemala,02-08-2021,17843914,370258,10448
Guatemala,03-08-2021,17843914,373047,10483
Guatemala,04-08-2021,17843914,377446,10524
Guatemala,05-08-2021,17843914,381514,10578
Guatemala,06-08-2021,17843914,385512,10644
Guatemala,07-08-2021,17843914,389510,10714
Guatemala,08-08-2021,17843914,390514,10771
Guatemala,09-08-2021,17843914,391118,10808
Guatemala,10-08-2021,17843914,394372,10845
Guatemala,11-08-2021,17843914,398990,10898
Guatemala,12-08-2021,17843914,403348,10960
Guatemala,13-08-2021,17843914,407564,11006
Guatemala,14-08-2021,17843914,411731,11085
Guatemala,15-08-2021,17843914,413040,11155
Guatemala,16-08-2021,17843914,413797,11189
